entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Object detection,0,Object Detection,26,1.0000001192092896
Faster R-CNN,2,Fast R-CNN,10,0.9073315858840942
Car detection,3,Car Detection,32,1.000000238418579
KITTI dataset,4,KITTI Dataset,25,1.0000001192092896
Input resolution,9,Input Resolution,22,1.0000001192092896
conv5_3,24,Conv5_3,29,1.0000001192092896
conv5_3,24,Conv4_3,30,0.9089331030845642
conv5_3,24,conv4_3,34,0.9089331030845642
conv5_3,24,Conv5,42,0.9088694453239441
Conv5_3,29,Conv4_3,30,0.9089333415031433
Conv5_3,29,conv4_3,34,0.9089333415031433
Conv5_3,29,Conv5,42,0.9088694453239441
Conv4_3,30,conv4_3,34,1.0000001192092896
Context Window,35,context window,39,1.0
Nodes: Car detection<==>Car Detection
"The task of identifying and locating cars within images, a key application in ADAS.",0,"The process of identifying and localizing cars in images, a key application within ADAS.",0,0.9495828151702881
Nodes: KITTI dataset<==>KITTI Dataset
"A dataset for autonomous driving research, used to evaluate the performance of object detection methods like Faster R-CNN.",0,"A dataset for autonomous driving research, used to evaluate the performance of object detection methods like Faster R-CNN.",0,1.0000001192092896
Nodes: Input resolution<==>Input Resolution
"The size of the input images, which significantly impacts detection accuracy.",0,"The size of the input images, which significantly impacts detection accuracy in the context of Faster R-CNN.",0,0.8924984931945801
"The size of the input images, which significantly impacts detection accuracy.",0,"The size of the input images, which significantly impacts detection accuracy.",1,1.0
Nodes: conv5_3<==>conv4_3
"A specific convolutional layer within the VGG16 architecture, used as a feature extractor.",1,"A specific convolutional layer within the VGG16 architecture, used as a feature extractor.",0,1.0
A specific convolutional layer (the 13th layer) within the VGG16 CNN architecture. The paper investigates its impact on car detection accuracy.,2,A specific convolutional layer (the 10th layer) within the VGG16 CNN architecture. The paper investigates its impact on car detection accuracy.,1,0.9750694632530212
