entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Fully connected layers,0,Fully Connected Layers,22,1.0000001192092896
Inference speed,1,Inference Speed,7,1.0000001192092896
Convolution layers,4,Convolution Layers,23,1.0000001192092896
Convolutional Neural Networks (CNN),5,Convolutional Neural Networks (CNNs),40,0.9700841307640076
Classification speed,10,Classification Speed,44,1.0
Model size,11,Model Size,53,1.0000001192092896
Mobile clients,15,Mobile Clients,24,1.0
Sparse convolution,19,Sparse Convolution,35,1.0000001192092896
Sparse CNNs,25,Sparse CNN,34,0.9367863535881042
Regularization parameters,30,Regularization Parameters,51,1.0000001192092896
Nodes: Fully connected layers<==>Fully Connected Layers
Layers in a neural network where each neuron is connected to all neurons in the previous layer. These layers are often used for classification tasks in CNNs.,1,Layers in a neural network where each neuron is connected to all neurons in the previous layer. These layers are often found at the end of CNN architectures.,0,0.9480657577514648
Nodes: Mobile clients<==>Mobile Clients
Platforms such as smartphones and autonomous-driving cars where CNN models are deployed.,0,"Platforms such as smartphones and autonomous-driving cars, where CNN models are deployed.",0,0.9946650862693787
Nodes: Sparse CNNs<==>Sparse CNN
Convolutional Neural Networks that utilize sparsity to reduce computational load and model size.,3,A Convolutional Neural Network optimized for sparsity to reduce model size and accelerate classification speed.,0,0.9012108445167542
