entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Multi-task network (MTN),0,MTN (Multi-task Network),47,0.9703943133354187
Human detection,1,Human Detection,33,0.9999998807907104
Pose estimation,2,Pose Estimation,34,1.0
Person re-identification (Re-ID),3,Person Re-ID,25,0.9219735860824585
Scale-normalized image and feature pyramids (SIFP),4,Scale-normalized image and feature pyramid (SIFP),26,0.9812368154525757
Scale-normalized image and feature pyramids (SIFP),4,SIFP (Scale-normalized Image and Feature Pyramid),48,0.9133302569389343
Object Detection,17,Object detection,41,1.0
Face Detection,23,Face detection,52,1.0
Scale-normalized image and feature pyramid (SIFP),26,SIFP (Scale-normalized Image and Feature Pyramid),48,0.9567607045173645
Feature pyramid networks (FPN),27,FPN (Feature Pyramid Network),43,0.9366531372070312
Fast R-CNN,39,Faster R-CNN,40,0.9073317050933838
Person search datasets,64,Person Search Datasets,69,1.0000001192092896
PoseTrack dataset,71,PoseTrack Dataset,81,1.0
Nodes: Human detection<==>Human Detection
The process of identifying and locating humans within an image or video.,0,The task of identifying and locating human figures within an image or video frame.,0,0.8949481248855591
The task of identifying and locating humans within images or videos.,1,The task of identifying and locating human figures within an image or video frame.,0,0.9368576407432556
The task of identifying and locating humans in an image.,2,The task of identifying and locating human figures within an image or video frame.,0,0.8872648477554321
Nodes: Pose estimation<==>Pose Estimation
The task of determining the position of key body joints in an image or video.,0,The task of determining the positions of key body joints or landmarks in an image or video.,0,0.9353891611099243
Nodes: Person re-identification (Re-ID)<==>Person Re-ID
The task of identifying and tracking individuals across different camera views or within a video sequence.,0,The task of re-identifying individuals across different camera views or video frames.,1,0.8763492107391357
Nodes: Object Detection<==>Object detection
The task of identifying and locating objects within an image or video frame.,0,A computer vision task that aims to identify and locate objects within an image.,0,0.875836968421936
The task of identifying and locating objects of various classes within an image or video.,1,A computer vision task that aims to identify and locate objects within an image.,0,0.8732576370239258
The task of identifying and locating objects within an image.,2,A computer vision task that aims to identify and locate objects within an image.,0,0.8982574343681335
Nodes: Face Detection<==>Face detection
The task of identifying and locating faces within an image or video.,0,A computer vision task focused on identifying and locating faces within images or videos.,0,0.90897536277771
Nodes: Fast R-CNN<==>Faster R-CNN
A method that jointly predicts the class and coordinates of objects in an image.,0,A method that jointly predicts the class and coordinates of objects in an image.,0,1.0000001192092896
Nodes: Person search datasets<==>Person Search Datasets
"Datasets composed by images within multi-person and corresponding ID annotation, used for training the head network.",0,"Datasets composed of images containing multiple people with corresponding ID annotations, used for training the head networks, particularly for person Re-ID.",0,0.8993887901306152
Nodes: PoseTrack dataset<==>PoseTrack Dataset
A dataset used for training and evaluating pose estimation and tracking tasks.,0,A dataset used for evaluating pose estimation and tracking methods.,0,0.9259766340255737
