entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Knowledge Distillation (KD),0,Knowledge Distillation,31,0.9177775979042053
Knowledge Distillation (KD),0,Knowledge distillation,49,0.9177775979042053
Transformer distillation,1,Transformer-layer distillation,39,0.9141108989715576
Transformer layer,6,Transformer layers,24,0.9557358026504517
Transformer layer,6,Transformer Layers,48,0.9557358026504517
Loss functions,11,Loss Functions,20,1.0
Data Augmentation,22,Data augmentation,32,1.0000001192092896
Data Augmentation,22,Data Augmentation (DA),42,0.9258517026901245
Transformer layers,24,Transformer Layers,48,1.0000001192092896
General distillation,27,General Distillation (GD),40,0.8972368240356445
Task-specific distillation,28,Task-specific Distillation (TD),41,0.9535990953445435
Knowledge Distillation,31,Knowledge distillation,49,1.0
Data augmentation,32,Data Augmentation (DA),42,0.9258517026901245
Nodes: Knowledge Distillation (KD)<==>Knowledge Distillation
A method for transferring knowledge from a larger teacher model (BERT) to a smaller student model (TinyBERT) to reduce model size and inference time.,0,The process of transferring knowledge from a larger teacher model (BERT) to a smaller student model (TinyBERT).,0,0.9110830426216125
Nodes: Knowledge Distillation (KD)<==>Knowledge distillation
A method for transferring knowledge from a larger teacher model (BERT) to a smaller student model (TinyBERT) to reduce model size and inference time.,0,The process of transferring knowledge from a larger teacher model (BERT) to a smaller student model (TinyBERT).,0,0.9110830426216125
Nodes: Transformer layer<==>Transformer layers
"A core component of the Transformer architecture, including Multi-Head Attention (MHA) and Feed Forward Network (FFN), from which knowledge is distilled.",0,"The core building blocks of Transformer models, including Multi-Head Attention (MHA) and Feed-Forward Networks (FFN).",0,0.9001941084861755
Nodes: Transformer layer<==>Transformer Layers
"A core component of the Transformer architecture, including Multi-Head Attention (MHA) and Feed Forward Network (FFN), from which knowledge is distilled.",0,"The layers within the Transformer architecture, including Multi-Head Attention (MHA) and Feed Forward Networks (FFN).",0,0.9558345079421997
Nodes: Transformer layers<==>Transformer Layers
"The core building blocks of Transformer models, including Multi-Head Attention (MHA) and Feed-Forward Networks (FFN).",0,"The layers within the Transformer architecture, including Multi-Head Attention (MHA) and Feed Forward Networks (FFN).",0,0.9137988686561584
Nodes: General distillation<==>General Distillation (GD)
"The pre-training stage of the two-stage learning framework, using a large corpus to initialize TinyBERT.",0,"The pre-training stage of the two-stage learning framework, using a large corpus like Wikipedia to initialize TinyBERT.",0,0.8910784721374512
Nodes: Task-specific distillation<==>Task-specific Distillation (TD)
"The fine-tuning stage of the two-stage learning framework, leveraging data augmentation and a fine-tuned BERT teacher.",0,"The fine-tuning stage of the two-stage learning framework, leveraging data augmentation and a fine-tuned BERT teacher.",0,1.0
Nodes: Knowledge Distillation<==>Knowledge distillation
The process of transferring knowledge from a larger teacher model (BERT) to a smaller student model (TinyBERT).,0,The process of transferring knowledge from a larger teacher model (BERT) to a smaller student model (TinyBERT).,0,1.0000001192092896
