entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
concurrent activity recognition,0,Concurrent Activity Recognition,14,0.9999998807907104
feature-to-activity attention,4,Feature-to-Activity Attention,13,1.0000001192092896
feature-to-activity attention,4,Feature-to-activity attention,16,1.0000001192092896
3D convolutional networks,8,3D convolution network,26,0.9306190609931946
non-local neural networks,9,non-local neural network,29,0.9226137399673462
non-local neural networks,9,Non-local Neural Network,37,0.9226137399673462
hockey dataset,10,Hockey Dataset,19,1.0
volleyball dataset,11,Volleyball Dataset,20,1.0000001192092896
charades datasets,12,Charades Dataset,21,0.9791455268859863
Feature-to-Activity Attention,13,Feature-to-activity attention,16,1.0000001192092896
Triaxial self-attention,17,Triaxial Self-Attention,18,1.0
non-local neural network,29,Non-local Neural Network,37,1.0000001192092896
Self-attention decoder,39,Self-Attention Decoder,41,1.0
Nodes: concurrent activity recognition<==>Concurrent Activity Recognition
"The primary objective of the research, focusing on identifying multiple activities happening simultaneously in videos.",0,"The task of identifying multiple activities happening simultaneously in a video, which existing methods struggle with.",0,0.9122188091278076
"The primary objective of the research, focusing on identifying multiple activities happening simultaneously in videos.",1,"The task of identifying multiple activities happening simultaneously in a video, which existing methods struggle with.",0,0.9122188091278076
"The primary objective of the research, focusing on identifying multiple activities happening simultaneously in videos.",2,"The task of identifying multiple activities happening simultaneously in a video, which existing methods struggle with.",0,0.9122188091278076
"The primary objective of the research, focusing on identifying multiple activities happening simultaneously in videos.",3,"The task of identifying multiple activities happening simultaneously in a video, which existing methods struggle with.",0,0.9122188091278076
"The primary objective of the research, focusing on identifying multiple activities happening simultaneously in videos.",4,"The task of identifying multiple activities happening simultaneously in a video, which existing methods struggle with.",0,0.9122188091278076
"The primary objective of the research, focusing on identifying multiple activities happening simultaneously in videos.",5,"The task of identifying multiple activities happening simultaneously in a video, which existing methods struggle with.",0,0.9122188091278076
"The primary objective of the research, focusing on identifying multiple activities happening simultaneously in videos.",6,"The task of identifying multiple activities happening simultaneously in a video, which existing methods struggle with.",0,0.9122188091278076
Nodes: Triaxial self-attention<==>Triaxial Self-Attention
A novel self-attention mechanism that learns independent temporal associations for different activities and makes concurrent activity predictions aware of possible activity combinations.,1,A novel self-attention mechanism that learns independent temporal associations for different activities and makes concurrent activity predictions aware of possible activity combinations.,1,1.000000238418579
Nodes: Self-attention decoder<==>Self-Attention Decoder
A novel use of the self-attention decoder that helps extract hidden associations between activities and avoid redundant weights.,0,A novel use of the self-attention decoder that helps extract hidden associations between activities and avoid redundant weights.,0,1.0
