entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Fast R-CNN,3,Faster R-CNN,4,0.9073318243026733
Car Detection,15,Car detection,41,1.0000001192092896
Region Proposal Network (RPN),21,RPN (Region Proposal Network),24,0.9693922996520996
Region Proposal Network (RPN),21,Region Proposal Network,40,0.8885173797607422
Conv5_3,35,conv4_3,37,0.9089332818984985
Conv5_3,35,conv5_3,38,1.0000001192092896
Conv5_3,35,conv5,39,0.9088695645332336
conv5_3,38,conv5,39,0.9088695645332336
Nodes: Fast R-CNN<==>Faster R-CNN
An improved version of R-CNN that reuses shared convolution features for region proposals.,0,"An improved version of R-CNN, incorporating a region proposal network.",2,0.8533164262771606
