entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Pose estimation,0,pose estimation,18,1.0
Human detection,1,human detection,19,1.0000001192092896
Human detection,1,Human Detection,40,1.0000001192092896
Person Re-ID (re-identification),2,person Re-ID (re-identification),20,1.0
Occlusion-aware strategy,6,occlusion-aware strategy,21,1.0000001192092896
Backbone networks,7,Backbone Networks,45,1.0
human detection,19,Human Detection,40,1.0000001192092896
keypoint detection,22,Keypoint detection,37,1.0000001192092896
Faster R-CNN,29,Fast R-CNN,30,0.9073315858840942
Bounding Boxes,35,Bounding boxes,36,1.0
Nodes: Pose estimation<==>pose estimation
The process of identifying the pose of a person in an image or video.,0,The task of estimating the pose of a person in an image or video.,0,0.9219545125961304
The process of identifying the pose of a person in an image or video.,0,The task of identifying the pose of a person in an image or video.,1,0.9501835107803345
The process of identifying the pose of a person in an image or video.,0,The task of estimating the pose of a person in an image or video.,2,0.9219545125961304
The process of identifying the pose of a person in an image or video.,1,The task of estimating the pose of a person in an image or video.,0,0.9219545125961304
The process of identifying the pose of a person in an image or video.,1,The task of identifying the pose of a person in an image or video.,1,0.9501835107803345
The process of identifying the pose of a person in an image or video.,1,The task of estimating the pose of a person in an image or video.,2,0.9219545125961304
The process of identifying the pose of a person in an image or video.,2,The task of estimating the pose of a person in an image or video.,0,0.9219545125961304
The process of identifying the pose of a person in an image or video.,2,The task of identifying the pose of a person in an image or video.,1,0.9501835107803345
The process of identifying the pose of a person in an image or video.,2,The task of estimating the pose of a person in an image or video.,2,0.9219545125961304
Nodes: Human detection<==>human detection
The process of identifying and locating humans in an image or video.,2,The task of detecting humans in an image or video.,0,0.8906247019767761
The process of identifying and locating humans in an image or video.,2,The task of identifying the presence and location of humans in an image or video.,1,0.896527886390686
The process of identifying and locating humans in an image or video.,2,The task of detecting humans in an image or video.,2,0.8906247019767761
Nodes: Person Re-ID (re-identification)<==>person Re-ID (re-identification)
The task of re-identifying a specific person across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,0,0.9889236688613892
The task of re-identifying a specific person across different camera views or time instances.,0,The task of identifying a specific person across different cameras or time instances.,1,0.9632026553153992
The task of re-identifying a specific person across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,2,0.9889236688613892
The task of identifying a specific person across different camera views or time instances.,1,The task of re-identifying a person across different camera views or time instances.,0,0.9550040364265442
The task of identifying a specific person across different camera views or time instances.,1,The task of identifying a specific person across different cameras or time instances.,1,0.9763165712356567
The task of identifying a specific person across different camera views or time instances.,1,The task of re-identifying a person across different camera views or time instances.,2,0.9550040364265442
The task of re-identifying a specific person across different camera views or time instances.,2,The task of re-identifying a person across different camera views or time instances.,0,0.9889236688613892
The task of re-identifying a specific person across different camera views or time instances.,2,The task of identifying a specific person across different cameras or time instances.,1,0.9632026553153992
The task of re-identifying a specific person across different camera views or time instances.,2,The task of re-identifying a person across different camera views or time instances.,2,0.9889236688613892
Nodes: Occlusion-aware strategy<==>occlusion-aware strategy
A strategy that considers and handles occlusions in the scene.,0,A strategy that takes into account occlusions when performing a task.,0,0.8609925508499146
A strategy that accounts for occlusions when performing tasks like pose estimation or human detection.,1,A strategy that accounts for occlusions when performing tasks like pose estimation or human detection.,1,1.0000001192092896
A strategy that accounts for occlusions when performing tasks like pose estimation or human detection.,2,A strategy that accounts for occlusions when performing tasks like pose estimation or human detection.,1,1.0000001192092896
Nodes: keypoint detection<==>Keypoint detection
"The task of identifying specific keypoints (e.g., joints) on a human body.",1,The process of identifying and locating specific keypoints on a person's body.,0,0.8664458990097046
The task of detecting specific keypoints on a person's body.,2,The process of identifying and locating specific keypoints on a person's body.,0,0.8865332007408142
Nodes: Faster R-CNN<==>Fast R-CNN
A method that jointly predicts the class and the coordinates of objects in an image.,0,A method that jointly predicts the class and the coordinates of objects in an image.,0,1.0000001192092896
