entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Transformer distillation,2,Transformer-based distillation,72,0.9511080980300903
Knowledge distillation (KD),3,Knowledge Distillation (KD),17,1.0
Knowledge distillation (KD),3,Knowledge Distillation,86,0.9177775979042053
Weights pruning,13,Weights Pruning,15,1.0
Multi-hop reasoning task,14,multi-hop reasoning task,16,1.0
Knowledge Distillation (KD),17,Knowledge Distillation,86,0.9177775979042053
Data augmentation,19,data augmentation,45,1.0000001192092896
Data augmentation,19,Data Augmentation (DA),61,0.9258518815040588
Embedding layer output,20,Embedding Layer Output,29,1.0
Hidden states,21,Hidden States,30,1.0
Attention matrices,22,Attention Matrices,31,1.0000001192092896
Attention matrices,22,Attention matrix A,37,0.892087459564209
Logits output,23,Logits Output,32,1.0
Attention Matrices,31,Attention matrix A,37,0.892087459564209
GLUE tasks,34,GLUE Tasks,66,0.9999999403953552
Prediction-layer distillation,39,prediction-layer distillation,44,1.0000001192092896
Prediction-layer distillation,39,Prediction layer distillation,96,0.9547895193099976
task-specific distillation,42,Task-specific Distillation (TD),59,0.9535990953445435
task-specific distillation,42,Task-specific distillation,77,0.9999999403953552
intermediate layer distillation,43,Intermediate layer distillation,95,1.000000238418579
prediction-layer distillation,44,Prediction layer distillation,96,0.9547895193099976
data augmentation,45,Data Augmentation (DA),61,0.9258518815040588
general distillation,48,General Distillation (GD),60,0.8972367644309998
general distillation,48,General distillation,76,1.0
Task-specific Distillation (TD),59,Task-specific distillation,77,0.9535990953445435
General Distillation (GD),60,General distillation,76,0.8972367644309998
Nodes: Knowledge distillation (KD)<==>Knowledge Distillation (KD)
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,0.9999999403953552
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A method used to transfer knowledge from a larger, more complex model (teacher) to a smaller one (student).",1,0.9665930271148682
Nodes: Knowledge distillation (KD)<==>Knowledge Distillation
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A method used to transfer knowledge from a larger, more complex model (teacher) to a smaller, simpler model (student).",0,0.967103123664856
Nodes: Weights pruning<==>Weights Pruning
"A technique used for model compression, specifically removing less important weights from a model.",0,A technique used for model compression by removing less important weights in a neural network.,0,0.8741171956062317
Nodes: Knowledge Distillation (KD)<==>Knowledge Distillation
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A method used to transfer knowledge from a larger, more complex model (teacher) to a smaller, simpler model (student).",0,0.967103123664856
"A method used to transfer knowledge from a larger, more complex model (teacher) to a smaller one (student).",1,"A method used to transfer knowledge from a larger, more complex model (teacher) to a smaller, simpler model (student).",0,0.9835495352745056
