entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Image object classification,1,Image classification,33,0.9118974804878235
Fast R-CNN,4,Faster R-CNN,5,0.907331645488739
conv3_3,16,conv5_3,17,0.8882864713668823
conv3_3,16,conv4_3,38,0.922994077205658
conv3_3,16,Conv4_3,47,0.922994077205658
conv3_3,16,Conv5_3,48,0.8882864713668823
conv5_3,17,conv4_3,38,0.9089332818984985
conv5_3,17,conv5,39,0.9088695049285889
conv5_3,17,Conv4_3,47,0.9089332818984985
conv5_3,17,Conv5_3,48,1.0000001192092896
conv5_3,17,Conv5,49,0.9088695049285889
Region Proposal Network (RPN),22,Region Proposal Network,40,0.888517439365387
Object detection,23,Object Detection,41,0.9999998807907104
Object detection,23,object detection,54,0.9999998807907104
conv4_3,38,Conv4_3,47,1.0
conv4_3,38,Conv5_3,48,0.9089332818984985
conv5,39,Conv5_3,48,0.9088695049285889
conv5,39,Conv5,49,1.0000001192092896
Object Detection,41,object detection,54,0.9999998807907104
Conv5_3,48,Conv5,49,0.9088695049285889
Nodes: conv3_3<==>conv5_3
"A specific convolutional layer within the VGG16 architecture, used in the SDP+CRC method for object detection.",0,"Another specific convolutional layer within the VGG16 architecture, used in the SDP+CRC method for object detection.",0,0.9766137599945068
Nodes: conv5_3<==>conv4_3
"The 13th layer of VGG16, used as a feature representation in R-CNN.",2,"The 10th layer of VGG16, used as a feature representation in R-CNN.",0,0.9713958501815796
Nodes: conv5_3<==>Conv5_3
"The 13th layer of VGG16, used as a feature representation in R-CNN.",2,The configuration of the R-CNN model using the 13th layer (conv5_3) of the VGG16 network as a feature representation.,0,0.8758084774017334
Nodes: conv4_3<==>Conv4_3
"The 10th layer of VGG16, used as a feature representation in R-CNN.",0,The configuration of the R-CNN model using the 10th layer (conv4_3) of the VGG16 network as a feature representation.,0,0.8759660720825195
Nodes: conv4_3<==>Conv5_3
"The 10th layer of VGG16, used as a feature representation in R-CNN.",0,The configuration of the R-CNN model using the 13th layer (conv5_3) of the VGG16 network as a feature representation.,0,0.8568946123123169
Nodes: conv5<==>Conv5
"The 5th convolutional layer of AlexNet, used as a feature representation in R-CNN.",0,The configuration of the R-CNN model using the 5th layer (conv5) of the AlexNet network as a feature representation.,0,0.8908646106719971
Nodes: Object Detection<==>object detection
The task of identifying and locating objects within an image.,0,The task of identifying and locating objects within images.,0,0.9879801273345947
