entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
MTN (Multi-Task Network),1,MTN (Multi-task network),32,1.0000001192092896
MTN (Multi-Task Network),1,MTN (Multi-task Network),55,1.0000001192092896
Human Detection,2,Human detection,45,1.0
Pose Estimation,3,Pose estimation,18,0.9999998807907104
Person Re-identification (Re-ID),4,Person Re-ID,44,0.9219736456871033
Person Re-identification (Re-ID),4,Re-ID (Person Re-identification),60,0.9820682406425476
SIFP (Scale-Normalized Image and Feature Pyramids),5,SIFP (Scale-normalized Image and Feature Pyramid),56,0.9854749441146851
Pose Tracking,9,Pose tracking,59,1.000000238418579
Articulated multi-person pose tracking in videos,17,Multi-person pose tracking,22,0.8858324289321899
Fast R-CNN,28,Faster R-CNN,29,0.9073317646980286
Object detection,30,Object Detection,35,1.0
MTN (Multi-task network),32,MTN (Multi-task Network),55,1.0000001192092896
Person Re-ID,44,Re-ID (Person Re-identification),60,0.9147006273269653
Nodes: Human Detection<==>Human detection
The task of identifying and locating humans within an image or video.,0,The task of identifying and locating humans in images or videos.,0,0.9864770174026489
Nodes: Pose Estimation<==>Pose estimation
"The task of estimating the pose (e.g., joint positions) of a person in an image or video.",0,"The task of estimating human pose, i.e., the location of keypoints on a human body.",1,0.8936067819595337
"The task of estimating the pose (e.g., joint positions) of a person in an image or video.",0,The task of identifying and locating human poses within images or videos.,2,0.8975305557250977
Nodes: Person Re-identification (Re-ID)<==>Person Re-ID
The task of identifying and re-identifying individuals across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,0,0.9626317024230957
Nodes: Person Re-identification (Re-ID)<==>Re-ID (Person Re-identification)
The task of identifying and re-identifying individuals across different camera views or time instances.,0,The task of identifying and matching individuals across different camera views or time instances.,0,0.9575632214546204
Nodes: Pose Tracking<==>Pose tracking
The task of tracking the poses of multiple people in a video sequence over time.,0,The task of tracking human poses across a sequence of frames in a video.,0,0.8955463171005249
Nodes: Articulated multi-person pose tracking in videos<==>Multi-person pose tracking
"The task of tracking the poses of multiple people in videos, considering the articulation of their bodies.",0,The task of tracking the poses of multiple people in a video sequence.,0,0.9261461496353149
Nodes: Object detection<==>Object Detection
The task of identifying and locating objects within an image or video.,0,The task of identifying and locating objects within an image or video.,0,1.0
Nodes: Person Re-ID<==>Re-ID (Person Re-identification)
The task of re-identifying a person across different camera views or time instances.,0,The task of identifying and matching individuals across different camera views or time instances.,0,0.9224887490272522
