entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
logbilinear model,13,Logbilinear model,19,1.000000238418579
Object-Hypernym co-occurrences,18,Object-Hypernym Co-occurrence,40,0.9949295520782471
Object-Hypernym (oh) counts,27,Object-Hypernym (oh) Counts,35,1.0
Object-Hypernym (oh) counts,27,Object-Hypernym Counts,42,0.9241406917572021
Co-occurrence type-specific transformation function (φt),31,Co-occurrence Type-Specific Transformation Function (φt),34,1.0
Object-Hypernym (oh) Counts,35,Object-Hypernym Counts,42,0.9241406917572021
"GloVe+ViCo(linear, 100)",54,"GloVe+ViCo(linear, 200-dim)",57,0.9299867749214172
Nodes: Object-Hypernym (oh) counts<==>Object-Hypernym (oh) Counts
Counts derived from ImageNet synsets and their ancestors in WordNet.,0,Counts computed using ImageNet synsets and their ancestors in WordNet.,0,0.985218346118927
Nodes: Co-occurrence type-specific transformation function (φt)<==>Co-occurrence Type-Specific Transformation Function (φt)
A function that maps ViCo embeddings to a type-specialized embedding space. This function is crucial for capturing different types of co-occurrences in the ViCo method.,0,A function that maps ViCo embeddings to a type-specialized embedding space.,0,0.8649035096168518
