entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
NLP (Natural Language Processing),2,natural language processing (NLP),19,0.9430361390113831
Sentiment Analysis,3,sentiment analysis,20,1.0
Sentiment Analysis,3,Sentiment analysis,66,1.0
Financial PhraseBank,4,Financial Phrasebank,67,1.0
Text classification,10,text classification,15,1.0
sentiment analysis,20,Sentiment analysis,66,1.0
language modeling,21,Language Modeling,37,1.0000001192092896
Discriminative Fine-tuning,22,Discriminative fine-tuning,68,1.0
Gradual Unfreezing,24,Gradual unfreezing (GU),70,0.8853999376296997
Question Answering,29,Question answering,72,1.0
Nodes: Financial PhraseBank<==>Financial Phrasebank
"A dataset used for financial sentiment analysis, created by Malo et al. (2014).",0,A dataset used for sentiment analysis in the financial domain.,0,0.9148626327514648
A dataset used for sentiment classification of financial news.,1,A dataset used for sentiment analysis in the financial domain.,0,0.9354448914527893
Nodes: sentiment analysis<==>Sentiment analysis
The task of determining the emotional tone or attitude expressed within a piece of text.,0,The task of determining the emotional tone or attitude expressed within a text.,0,0.9920852184295654
Nodes: Question Answering<==>Question answering
A natural language processing task that involves building systems that can automatically answer questions posed in natural language.,0,A natural language processing task that involves answering questions based on a given text.,0,0.870581865310669
