entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Transformer distillation,1,Transformer Distillation Method,47,0.9674112200737
Transformer distillation,1,Transformer Distillation,63,0.9999999403953552
Transformer distillation,1,Transformer-layer distillation (No Trm),120,0.8847477436065674
Transformer distillation,1,Transformer-layer distillation,130,0.9141109585762024
Transformer distillation,1,Transformer-based distillation,134,0.9511079788208008
Transformer distillation,1,Transformer-based Distillation,137,0.9511079788208008
Knowledge distillation (KD),2,Knowledge Distillation (KD),22,1.0000001192092896
Knowledge distillation (KD),2,Knowledge Distillation,33,0.9177775979042053
Knowledge distillation (KD),2,Knowledge distillation,131,0.9177775979042053
Two-stage learning framework,4,Two-stage Learning Framework,48,1.0
Pre-training language models,5,Pre-trained language models,147,0.9456117153167725
GLUE benchmark,7,GLUE Benchmark,12,1.000000238418579
GLUE benchmark,7,GLUE Benchmark Tasks,15,0.9174454212188721
GLUE Benchmark,12,GLUE Benchmark Tasks,15,0.9174454212188721
Knowledge Distillation (KD),22,Knowledge Distillation,33,0.9177775979042053
Knowledge Distillation (KD),22,Knowledge distillation,131,0.9177775979042053
Embedding layer output,23,Embedding Layer Output,34,1.0
Hidden states,24,Hidden States,35,1.000000238418579
Attention matrices,25,Attention Matrices,36,0.9999999403953552
Attention matrices,25,Attention matrix,57,0.9457842707633972
Knowledge Distillation,33,Knowledge distillation,131,0.9999999403953552
Attention Matrices,36,Attention matrix,57,0.9457842707633972
Pre-training stage,39,Pre-training,179,0.8891327381134033
Data augmentation,41,Data Augmentation Method,73,0.9012917280197144
Data augmentation,41,Data Augmentation (DA),119,0.9258518218994141
Task-specific knowledge,43,Task-Specific Knowledge,186,1.0
Task-specific distillation stage,46,Task-specific distillation,65,0.9201931953430176
Task-specific distillation stage,46,Task-Specific Distillation,83,0.9201931953430176
Task-specific distillation stage,46,Task-specific Distillation (TD),117,0.9132204651832581
Transformer Distillation Method,47,Transformer Distillation,63,0.9674112200737
Transformer Distillation Method,47,Transformer-layer distillation,130,0.9009912014007568
Transformer Distillation Method,47,Transformer-based distillation,134,0.9383411407470703
Transformer Distillation Method,47,Transformer-based Distillation,137,0.9383411407470703
GLUE tasks,49,GLUE Tasks,90,1.0
Embedding-layer distillation,58,Embedding-layer distillation (No Emb),121,0.9191828370094299
Prediction-layer distillation,59,Prediction-layer distillation (No Pred),122,0.9583494067192078
Prediction-layer distillation,59,Prediction layer distillation,157,0.9547897577285767
Transformer layers,61,Transformer layer,110,0.9557356834411621
Transformer Distillation,63,Transformer-layer distillation (No Trm),120,0.8847477436065674
Transformer Distillation,63,Transformer-layer distillation,130,0.9141109585762024
Transformer Distillation,63,Transformer-based distillation,134,0.9511079788208008
Transformer Distillation,63,Transformer-based Distillation,137,0.9511079788208008
Task-specific distillation,65,Task-Specific Distillation,83,0.9999998807907104
Task-specific distillation,65,Task-specific Distillation (TD),117,0.9535989761352539
Data Augmentation Method,73,Data Augmentation (DA),119,0.892654299736023
General Distillation,82,General Distillation (GD),118,0.8972367644309998
General Distillation,82,Distillation,145,0.8848917484283447
