entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Sentiment Analysis,3,Sentiment analysis,58,1.0000001192092896
Financial PhraseBank,4,Financial Phrasebank,59,1.0
question answering,20,Question answering,64,1.0
Discriminative Fine-tuning,22,Discriminative fine-tuning,60,1.0000001192092896
Gradual Unfreezing,24,Gradual unfreezing (GU),62,0.8853998184204102
recurrent neural networks,33,Recurrent Neural Networks,37,1.0000001192092896
next sentence prediction,34,Next Sentence Prediction,36,1.000000238418579
Nodes: Financial PhraseBank<==>Financial Phrasebank
"A dataset used for financial sentiment analysis, created by Malo et al. (2014).",0,A dataset used for sentiment analysis in the financial domain.,0,0.9148626327514648
A dataset used for evaluating financial sentiment analysis methods.,1,A dataset used for sentiment analysis in the financial domain.,0,0.9255823493003845
A dataset used for sentiment classification of financial news.,2,A dataset used for sentiment analysis in the financial domain.,0,0.9354448914527893
Nodes: next sentence prediction<==>Next Sentence Prediction
A task that BERT is trained on.,0,"A task that BERT is trained on, in addition to the language modeling task.",0,0.8676743507385254
