entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Few-shot segmentation,5,Few-Shot Segmentation,17,1.0
Few-shot segmentation,5,Few-shot image segmentation,24,0.9538876414299011
Few-shot segmentation,5,Few-shot semantic segmentation,89,0.8894990086555481
Few-shot segmentation,5,few-shot segmentation,109,1.0
Few-shot segmentation,5,few-shot segmentation model,113,0.9188429713249207
Few-shot segmentation,5,Few-shot segmentation model,114,0.9188429713249207
Few-Shot Learning,14,Few-shot learning,26,1.0000001192092896
Few-Shot Segmentation,17,Few-shot image segmentation,24,0.9538875222206116
Few-Shot Segmentation,17,Few-shot semantic segmentation,89,0.8894989490509033
Few-Shot Segmentation,17,few-shot segmentation,109,1.0
Few-Shot Segmentation,17,few-shot segmentation model,113,0.9188430309295654
Few-Shot Segmentation,17,Few-shot segmentation model,114,0.9188430309295654
Few-shot image classification,21,Few-shot classification,37,0.9104079604148865
Few-shot image segmentation,24,few-shot segmentation,109,0.9538876414299011
Few-shot image segmentation,24,few-shot segmentation model,113,0.8875755667686462
Few-shot image segmentation,24,Few-shot segmentation model,114,0.8875755667686462
Semantic segmentation,25,semantic segmentation,33,1.0
Semantic segmentation,25,Semantic Segmentation,50,1.0
semantic segmentation,33,Semantic Segmentation,50,1.0
Classification,35,classification,81,1.0000001192092896
Memory properties of RNN,39,Memory Properties of RNN,46,1.0000001192092896
Metric learning,40,Metric Learning,47,1.0
Image Segmentation,48,Image segmentation,98,1.0
Instance segmentation,53,Large-scale instance segmentation,105,0.91623854637146
Object Categories,67,Object categories,68,1.0000001192092896
Model III,79,Model II,85,0.8910993933677673
Model I,84,Model II,85,0.9066286087036133
Few-shot semantic segmentation,89,few-shot segmentation,109,0.8894990086555481
few-shot segmentation,109,few-shot segmentation model,113,0.9188429713249207
few-shot segmentation,109,Few-shot segmentation model,114,0.9188429713249207
few-shot segmentation model,113,Few-shot segmentation model,114,1.000000238418579
Nodes: Few-shot segmentation<==>Few-shot image segmentation
A computer vision task focused on segmentation with limited training data.,2,The task of segmenting images with limited training data.,0,0.8797793984413147
"The task of segmenting images with limited training data, as highlighted in the text.",3,The task of segmenting images with limited training data.,0,0.8558290004730225
The objective of segmenting images with limited training data.,7,The task of segmenting images with limited training data.,0,0.9550092816352844
The task of segmenting images with limited training data.,8,The task of segmenting images with limited training data.,0,1.0000001192092896
Nodes: Few-shot segmentation<==>Few-shot semantic segmentation
The objective of segmenting objects in images given a limited number of examples.,0,The objective of segmenting images with limited training data.,0,0.8587218523025513
The objective of segmenting images with limited training data.,7,The objective of segmenting images with limited training data.,0,1.0000001192092896
The objective of segmenting images with limited training data.,7,"The core objective of the study, which involves segmenting images with limited training data (few examples).",1,0.8766934275627136
The task of segmenting images with limited training data.,8,The objective of segmenting images with limited training data.,0,0.9550091624259949
The task of segmenting images with limited training data.,8,"The core objective of the study, which involves segmenting images with limited training data (few examples).",1,0.8519257307052612
Nodes: Few-shot segmentation<==>few-shot segmentation model
The specific segmentation task addressed in the context of few-shot learning.,4,A model designed for few-shot segmentation tasks.,0,0.8813192844390869
Nodes: Semantic segmentation<==>Semantic Segmentation
The task of assigning a semantic label to each pixel in an image.,0,The task of assigning a semantic label to each pixel in an image.,0,1.0
Nodes: Metric learning<==>Metric Learning
Learning a metric to compare few-shot samples and queries for classification.,0,"The method of learning a metric between few-shot samples and queries, as in papers [2, 10, 18, 16, 33].",0,0.8760008215904236
Nodes: Image Segmentation<==>Image segmentation
"The task of partitioning a digital image into multiple segments, representing different objects or regions.",0,The task of partitioning a digital image into multiple segments.,0,0.8996531367301941
