entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Multi-task network (MTN),0,MTN (Multi-task Network),48,0.9703943133354187
Human detection,1,Human Detection,32,0.9999998807907104
Pose estimation,2,Pose Estimation,18,1.0
Person re-identification (Re-ID),3,Person Re-ID,22,0.9219735860824585
Scale-normalized image and feature pyramids (SIFP),4,Scale-normalized image and feature pyramid (SIFP),23,0.9812368154525757
Scale-normalized image and feature pyramids (SIFP),4,SIFP (Scale-normalized Image and Feature Pyramid),49,0.9133302569389343
Multi-person pose estimation,13,Multi-person pose tracking,28,0.8976294994354248
Pose tracking,16,Pose Tracking,17,1.0000001192092896
Pose tracking,16,Pose estimation and tracking,80,0.9130828380584717
Pose Tracking,17,Pose estimation and tracking,80,0.9130828380584717
Pose estimation and tracking performance,20,Pose estimation and tracking,80,0.9023426175117493
Scale-normalized image and feature pyramid (SIFP),23,SIFP (Scale-normalized Image and Feature Pyramid),49,0.9567607045173645
Feature pyramid networks (FPN),24,FPN (Feature Pyramid Network),44,0.9366531372070312
Articulated multi-person pose tracking,26,Multi-person pose tracking,28,0.9320430159568787
COCO 2017 keypoint challenge,27,COCO 2017 Keypoint Challenge,35,0.9999999403953552
Fast R-CNN,40,Faster R-CNN,41,0.9073317050933838
Object detection,42,Object Detection,56,1.0
PoseTrack dataset,68,PoseTrack Dataset,79,1.0
Nodes: Human detection<==>Human Detection
The task of identifying and locating humans within an image or video.,0,The task of identifying and locating human figures within an image or video frame.,0,0.9423007965087891
The task of identifying and locating humans within images or videos.,1,The task of identifying and locating human figures within an image or video frame.,0,0.9368575811386108
Nodes: Person re-identification (Re-ID)<==>Person Re-ID
The task of identifying a person across different camera views or over time.,0,The task of re-identifying a specific person across different frames or views in a video sequence.,1,0.8700686693191528
The task of identifying a person across different camera views or over time.,0,The task of re-identifying a person across different camera views or time instances.,3,0.9440160989761353
Nodes: Pose tracking<==>Pose Tracking
"The task of tracking human poses in videos, which involves identifying and following the movements of people's body positions over time.",0,The task of tracking the poses of multiple people in a video over time.,0,0.8583044409751892
The task of tracking the pose of a person over time in a video sequence.,2,The task of tracking the poses of multiple people in a video over time.,0,0.9247415065765381
Nodes: Articulated multi-person pose tracking<==>Multi-person pose tracking
"The task of tracking the poses of multiple people in videos, considering the articulation of their bodies.",0,The objective of identifying and tracking the poses of multiple individuals within a video sequence.,0,0.8875121474266052
Nodes: Fast R-CNN<==>Faster R-CNN
A method that jointly predicts the class and coordinates of objects in an image.,0,A method that jointly predicts the class and coordinates of objects in an image.,0,1.0000001192092896
Nodes: Object detection<==>Object Detection
A computer vision task that aims to identify and locate objects within an image.,0,The task of identifying and locating objects within an image.,0,0.8982574343681335
Nodes: PoseTrack dataset<==>PoseTrack Dataset
A dataset used for training and evaluating pose estimation and tracking tasks.,0,A dataset used for evaluating pose estimation and tracking methods.,0,0.9259766340255737
