entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Model size,2,Model Size,18,1.0000001192092896
Pruning CNNs,4,Method for CNN Pruning,20,0.899259626865387
Image recognition,5,Image Recognition,14,0.9999998807907104
Video analytics,6,Video Analytics,15,0.9999999403953552
Autonomous driving,7,Autonomous Driving,16,1.0
Classification Speed,17,Classification speed,26,1.0
Sparse convolution,28,Sparse Convolution Methods,40,0.9002803564071655
Arithmetic intensity,29,Arithmetic Intensity,53,1.0000001192092896
Xeon processors,30,Xeon Processors,35,1.0000001192092896
Atom processors,31,Atom Processors,36,1.0000001192092896
AlexNet Classification Throughput,34,AlexNet classification throughput,42,1.0000001192092896
