entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Faster R-CNN,6,Fast R-CNN,15,0.9073317646980286
conv5_3,20,conv3_3,21,0.8882865309715271
conv5_3,20,conv4_3,44,0.9089333415031433
conv5_3,20,conv5,48,0.9088696837425232
conv5_3,20,Conv4_3,50,0.9089333415031433
conv3_3,21,conv4_3,44,0.922994077205658
conv3_3,21,Conv4_3,50,0.922994077205658
Input image resolution,39,Input Image Resolution,43,1.0000001192092896
conv4_3,44,Conv4_3,50,1.0
Anchor Box Selection Schemes,59,Anchor box selection schemes,63,1.0
Nodes: conv5_3<==>conv3_3
A convolutional layer in the VGG16 architecture.,0,A convolutional layer in the VGG16 architecture.,0,1.0000001192092896
Nodes: conv5_3<==>conv4_3
"A feature map from the VGG16 CNN architecture, specifically the 13th layer, used for object detection.",2,"A feature map from the VGG16 CNN architecture, used in Faster R-CNN for object detection.",1,0.8704509139060974
Nodes: conv5_3<==>Conv4_3
A convolutional layer in the VGG16 architecture.,0,A specific convolutional layer within the VGG16 CNN architecture.,0,0.8790484070777893
Nodes: conv3_3<==>Conv4_3
A convolutional layer in the VGG16 architecture.,0,A specific convolutional layer within the VGG16 CNN architecture.,0,0.8790484070777893
Nodes: Input image resolution<==>Input Image Resolution
"The size of the input images used in the object detection model, which can impact detection accuracy.",0,"The size of the input images used in the Faster R-CNN model, which impacts detection accuracy.",4,0.8799750804901123
"The size of the input images used in the object detection model, which can impact detection accuracy.",0,"The size of the input images, which significantly impacts the accuracy of car detection.",6,0.8588356971740723
