entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Few-Shot Learning,8,Few-shot learning,57,1.0000001192092896
Few-shot segmentation,9,few-shot image segmentation,12,0.9538875222206116
Few-shot segmentation,9,few-shot segmentation,43,0.9999999403953552
few-shot image segmentation,12,few-shot segmentation,43,0.9538875222206116
semantic segmentation,18,Semantic Image Segmentation,23,0.8936657309532166
Few-shot image classification,20,Few-shot classification,22,0.9104079008102417
Model III,44,Model II,49,0.8910993933677673
Model I,48,Model II,49,0.9066286087036133
Nodes: Few-Shot Learning<==>Few-shot learning
An approach to machine learning where models learn from a small number of examples.,0,A machine learning paradigm where models learn from a limited number of training examples.,0,0.8501572012901306
Nodes: Few-shot segmentation<==>few-shot image segmentation
The task of segmenting objects in images with a limited number of training examples.,1,"The task of segmenting images with limited training data, focusing on the ability to generalize from a small number of examples.",0,0.8774516582489014
The task of segmenting images given only a few training examples.,3,"The task of segmenting images with limited training data, focusing on the ability to generalize from a small number of examples.",0,0.8787329792976379
