entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
human detection,2,Human detection,21,1.0000001192092896
pose estimation,3,Pose estimation,22,1.0
person Re-ID (re-identification),4,Person Re-ID (re-identification),23,1.0
scale variation problem,6,Scale variation problem,24,1.0
occlusion-aware strategy,8,Occlusion-aware strategy,25,1.0000001192092896
backbone networks,9,Backbone network,26,0.917383074760437
Keypoint Detection,37,keypoint detection,40,1.0000001192092896
Nodes: human detection<==>Human detection
The process of identifying and locating humans within an image or video.,0,"The process of identifying and locating humans within an image, including bounding box classification and regression.",0,0.85157710313797
The process of identifying and locating humans within an image or video.,1,"The process of identifying and locating humans within an image, including bounding box classification and regression.",0,0.85157710313797
Nodes: pose estimation<==>Pose estimation
The process of estimating the pose (body joint positions) of a person in an image or video.,1,The process of estimating the keypoint coordinates of human poses within an image.,0,0.8579291105270386
Nodes: person Re-ID (re-identification)<==>Person Re-ID (re-identification)
The task of re-identifying a person across different camera views or over time.,0,The process of identifying and re-identifying individuals across different camera views or time instances.,0,0.9196040034294128
The task of identifying and re-identifying individuals across different camera views or time instances.,1,The process of identifying and re-identifying individuals across different camera views or time instances.,0,0.9233854413032532
Nodes: occlusion-aware strategy<==>Occlusion-aware strategy
"A strategy used for articulated multi-person pose tracking, utilizing MTN outputs.",1,"A strategy used for articulated multi-person pose tracking, utilizing information from the MTN.",0,0.9640499949455261
Nodes: Keypoint Detection<==>keypoint detection
"The process of identifying and locating specific points (keypoints) on a human body, such as joints (e.g., elbows, knees) or facial features. This is a core component of pose estimation.",0,"The process of identifying and locating keypoints (e.g., joints) on a human body.",0,0.8607638478279114
