entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Concurrent activity recognition,1,Concurrent Activity Recognition,35,0.9999999403953552
Concurrent activity recognition,1,concurrent activity recognition,57,0.9999999403953552
Triaxial self-attention,12,Tri-axial self-attention,70,0.9139496684074402
Hockey dataset,13,Hockey Dataset,50,1.0
Volleyball dataset,14,volleyball dataset,58,1.0
Self-attention-based decoder,23,Self-attention decoder,85,0.9351862072944641
Concurrent Activity Recognition,35,concurrent activity recognition,57,0.9999999403953552
Non-local neural network,39,non-local neural network,55,1.0
Non-local neural network,39,Non-local Neural Network,69,1.0
VGG net,40,VGG Net,64,1.0
non-local neural network,55,Non-local Neural Network,69,1.0
Nodes: Concurrent activity recognition<==>Concurrent Activity Recognition
The task of recognizing multiple activities happening simultaneously in a video.,2,The objective of recognizing multiple activities happening simultaneously within a video or a sequence of events. This is explicitly mentioned as a research area in the provided text.,0,0.9046074151992798
Nodes: Concurrent activity recognition<==>concurrent activity recognition
The objective of identifying multiple activities happening simultaneously.,0,"The task of identifying multiple activities happening simultaneously, which the datasets and methods are designed to address.",0,0.8770188093185425
