entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Transformer distillation,1,Transformer-based distillation,80,0.9511079788208008
Transformer distillation,1,Transformer-layer distillation,93,0.9141109585762024
Knowledge distillation (KD),3,"knowledge distillation (KD) (Romero et al., 2014)",22,0.9037510752677917
Knowledge distillation (KD),3,Knowledge Distillation (KD),24,1.0
Weights pruning,11,Weights Pruning,13,1.0
Multi-hop Reasoning Task,15,"multi-hop reasoning task (Ding et al., 2019)",19,0.8970451354980469
"knowledge distillation (KD) (Romero et al., 2014)",22,Knowledge Distillation (KD),24,0.9037510752677917
Attention matrices,27,Attention matrix A,48,0.892087459564209
Data augmentation,29,Data Augmentation (DA),70,0.9258519411087036
Task-specific knowledge,31,Task-Specific Knowledge,109,1.0000001192092896
Prediction-layer distillation,50,Prediction Layer Distillation,95,0.9547895789146423
Task-specific distillation,52,Task-specific Distillation (TD),68,0.9535990953445435
General distillation,53,General Distillation (GD),69,0.8972367644309998
General distillation,53,General Distillation,110,1.0
Intermediate layer distillation,55,Intermediate Layer Distillation,94,1.0
General Distillation (GD),69,General Distillation,110,0.8972367644309998
Transformer-based distillation,80,Transformer-layer distillation,93,0.9107003211975098
Nodes: Knowledge distillation (KD)<==>Knowledge Distillation (KD)
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A method to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,0.9008154273033142
A method used to transfer knowledge from a larger model (teacher) to a smaller model (student).,1,"A method to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,0.8986229300498962
Nodes: Prediction-layer distillation<==>Prediction Layer Distillation
A specific knowledge distillation technique applied to the prediction layer.,2,A knowledge distillation technique applied to the prediction layer of the model.,0,0.9455815553665161
Nodes: Task-specific distillation<==>Task-specific Distillation (TD)
A component of TinyBERT learning.,1,A key procedure in the two-stage TinyBERT learning framework.,0,0.8939491510391235
Nodes: General distillation<==>General Distillation (GD)
A component of TinyBERT learning.,1,A key procedure in the two-stage TinyBERT learning framework.,0,0.8939491510391235
