entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Few-Shot Learning,8,Few-shot learning,21,1.0
Pre-trained Weights,12,Pre-trained weights,16,1.0000001192092896
Pre-trained Weights,12,pre-trained weights,59,1.0000001192092896
Pre-trained weights,16,pre-trained weights,59,1.0000001192092896
Few-shot image classification,18,Few-shot classification,27,0.9104080200195312
Semantic segmentation,22,Semantic Image Segmentation,28,0.8936657905578613
Semantic segmentation,22,semantic segmentation,56,1.000000238418579
Few-shot segmentation,26,few-shot segmentation,53,1.0
Semantic Image Segmentation,28,semantic segmentation,56,0.8936657905578613
Binary Cross-Entropy,46,Binary Cross-Entropy (BCE),48,0.8959736227989197
Model III,54,Model II,61,0.8910993933677673
Model I,60,Model II,61,0.9066286087036133
Nodes: Few-Shot Learning<==>Few-shot learning
A machine learning paradigm where models learn from a limited number of examples.,0,A machine learning paradigm where models learn from a limited number of examples.,0,1.0000001192092896
Nodes: Semantic segmentation<==>Semantic Image Segmentation
The process of assigning a semantic label to each pixel in an image.,0,The task of assigning a semantic label to each pixel in an image.,0,0.8892956376075745
Nodes: Few-shot segmentation<==>few-shot segmentation
The task of segmenting objects in images with a limited number of training examples.,1,The task of segmenting images with limited training data.,0,0.8851968050003052
The task of segmenting images with limited training data.,2,The task of segmenting images with limited training data.,0,1.0
