entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Human detection,0,human detection,31,0.9999999403953552
Pose estimation,1,pose estimation,16,1.0000001192092896
Person re-identification (Re-ID),2,person Re-ID,32,0.9219738245010376
Person re-identification (Re-ID),2,Person Re-ID,96,0.9219738245010376
Multi-task network (MTN),3,multi-task network (MTN),33,1.0
Multi-task network (MTN),3,MTN (Multi-task network),81,0.9703943729400635
Multi-task network (MTN),3,MTN (Multi-task Network),128,0.9703943729400635
Scale variation problem,4,Scale Variation Problem,50,1.0
Scale variation problem,4,scale variation problem,89,1.0
Scale-normalized image and feature pyramids (SIFP),5,Scale-normalized image and feature pyramid (SIFP),42,0.9812368154525757
Scale-normalized image and feature pyramids (SIFP),5,SIFP (Scale-normalized image pyramid and feature pyramid),82,0.9117077589035034
Scale-normalized image and feature pyramids (SIFP),5,SIFP (Scale-normalized Image and Feature Pyramid),129,0.9133302569389343
Pose tracking,6,pose tracking,30,1.0000001192092896
ResNet-18,8,ResNet18,118,0.9182283878326416
multi-person pose estimation,20,Multi-person pose estimation,52,1.0000001192092896
multi-person pose estimation,20,Multi-person pose tracking,53,0.8976295590400696
Keypoint Detection,23,Keypoint detection,26,0.9999997615814209
person Re-ID,32,Person Re-ID,96,1.0
multi-task network (MTN),33,MTN (Multi-task network),81,0.9703943729400635
multi-task network (MTN),33,MTN (Multi-task Network),128,0.9703943729400635
articulated multi-person pose tracking,34,Articulated multi-person pose tracking,47,0.9999998807907104
articulated multi-person pose tracking,34,Multi-person pose tracking,53,0.932043194770813
top-down pose estimation methods,35,Top-down pose estimation,58,0.9169117212295532
3D extension of Mask R-CNN,36,3D Extension of Mask R-CNN,41,0.9999998807907104
Flow-based pose similarity,37,Flow-based Pose Similarity,40,1.0
Face Detection,38,Face detection,70,1.0
Object Detection,39,Object detection,69,0.9999998807907104
Scale-normalized image and feature pyramid (SIFP),42,SIFP (Scale-normalized image pyramid and feature pyramid),82,0.9508405327796936
Scale-normalized image and feature pyramid (SIFP),42,SIFP (Scale-normalized Image and Feature Pyramid),129,0.9567607641220093
Unified top-down pose estimation,43,Top-down pose estimation,58,0.9267033934593201
Articulated multi-person pose tracking,47,Multi-person pose tracking,53,0.932043194770813
Scale Variation Problem,50,scale variation problem,89,1.0
Multi-person pose estimation,52,Multi-person pose tracking,53,0.8976295590400696
Computer vision,68,Computer Vision,79,1.0000001192092896
Fast R-CNN,71,Faster R-CNN,72,0.907331645488739
Natural language processing,74,Natural Language Processing,77,1.0000001192092896
Speech recognition,75,Speech Recognition,78,0.9999999403953552
MTN (Multi-task network),81,MTN (Multi-task Network),128,1.0
SIFP (Scale-normalized image pyramid and feature pyramid),82,SIFP (Scale-normalized Image and Feature Pyramid),129,0.9833216667175293
"Convolutional Layers (Pose Estimation Head, ResNet-50/101)",113,"Convolutional Layers (Pose Estimation Head, ResNet-18/MobileNet-v2)",115,0.9103653430938721
"Convolutional Layers (Re-ID Head, ResNet-50/101)",114,"Convolutional Layers (Re-ID Head, ResNet-18/MobileNet-v2)",116,0.8929416537284851
PoseTrack dataset,117,PoseTrack Dataset,122,1.0
Nodes: Human detection<==>human detection
The task of identifying and locating humans within an image or video.,0,The task of identifying the presence and location of humans in an image or video.,0,0.9385839700698853
The task of identifying and locating humans within an image.,4,The task of identifying the presence and location of humans in an image or video.,0,0.8925421237945557
Nodes: Pose estimation<==>pose estimation
The task of identifying and locating keypoints of human poses in images or videos.,1,The task of identifying and locating keypoints of a person in an image or video.,0,0.8963047862052917
The task of identifying and locating keypoints of human poses in images or videos.,1,The task of identifying the pose of a person in an image or video.,1,0.8772026300430298
The task of determining the keypoints of a person's pose within an image.,3,The task of identifying and locating keypoints of a person in an image or video.,0,0.8633407950401306
The task of determining the keypoints of a person's pose within an image.,3,The task of identifying the pose of a person in an image or video.,1,0.8877442479133606
The task of estimating the pose of a person in an image.,4,The task of identifying the pose of a person in an image or video.,1,0.9083490371704102
The task of estimating the pose of a person in an image.,4,Task of estimating human poses.,2,0.8655878305435181
The task of identifying the pose of a person in an image or video.,5,The task of identifying the pose of a person in an image or video.,1,1.0
The objective of estimating human poses from images.,6,Task of estimating human poses.,2,0.8600854873657227
Nodes: Person re-identification (Re-ID)<==>person Re-ID
The task of identifying a specific person across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,0,0.955004096031189
Nodes: Person re-identification (Re-ID)<==>Person Re-ID
The task of identifying a specific person across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,0,0.955004096031189
The task of identifying a specific person across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,1,0.955004096031189
Nodes: person Re-ID<==>Person Re-ID
The task of re-identifying a person across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,0,0.9999999403953552
The task of re-identifying a person across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,1,0.9999999403953552
Nodes: articulated multi-person pose tracking<==>Articulated multi-person pose tracking
"The task of tracking the poses of multiple people in a video, considering the articulation of their bodies.",0,"The task of tracking the poses of multiple people in videos, considering their articulated nature.",0,0.9483833312988281
Nodes: articulated multi-person pose tracking<==>Multi-person pose tracking
"The task of tracking the poses of multiple people in a video, considering the articulation of their bodies.",0,Tracking the poses of multiple people over time in a video sequence.,0,0.8798059225082397
Nodes: Object Detection<==>Object detection
The task of identifying and locating objects of various classes within images or videos.,0,A computer vision task that involves identifying and locating objects within an image.,0,0.8552449941635132
Nodes: Articulated multi-person pose tracking<==>Multi-person pose tracking
"The task of tracking the poses of multiple people in videos, considering their articulated nature.",0,Tracking the poses of multiple people over time in a video sequence.,0,0.8834638595581055
Nodes: Computer vision<==>Computer Vision
"A field focused on enabling computers to ""see"" and interpret images, with applications in object detection, face recognition, and more.",0,"A field of computer science that enables computers to 'see' and interpret images, similar to human vision.",0,0.9135198593139648
Nodes: Natural language processing<==>Natural Language Processing
A field of computer science and artificial intelligence concerned with giving computers the ability to understand and process human language.,0,The field of computer science concerned with giving computers the ability to understand text and spoken words in much the same way human beings can.,0,0.9189354181289673
"Nodes: Convolutional Layers (Pose Estimation Head, ResNet-50/101)<==>Convolutional Layers (Pose Estimation Head, ResNet-18/MobileNet-v2)"
"The number of convolutional layers in the pose estimation head when using a ResNet-50 or ResNet-101 backbone network, which is 8.",0,"The number of convolutional layers in the pose estimation head when using a ResNet-18 or MobileNet-v2 backbone network, which is 4.",0,0.9464399814605713
"Nodes: Convolutional Layers (Re-ID Head, ResNet-50/101)<==>Convolutional Layers (Re-ID Head, ResNet-18/MobileNet-v2)"
"The number of convolutional layers in the Re-ID head when using a ResNet-50 or ResNet-101 backbone network, which is 4.",0,"The number of convolutional layers in the Re-ID head when using a ResNet-18 or MobileNet-v2 backbone network, which is 2.",0,0.9502760767936707
Nodes: PoseTrack dataset<==>PoseTrack Dataset
A dataset used for evaluating pose estimation and tracking.,0,A dataset used for evaluating pose estimation methods.,0,0.9022836685180664
