entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Transformer distillation,2,Transformer-layer distillation,52,0.9141109585762024
Knowledge distillation (KD),3,Knowledge Distillation (KD),21,1.0
Knowledge distillation (KD),3,KD (Knowledge Distillation),51,0.9491605758666992
Knowledge Distillation (KD),21,KD (Knowledge Distillation),51,0.9491605758666992
Prediction-layer distillation,29,Prediction Layer Distillation,59,0.9547896385192871
Prediction-layer distillation,29,Prediction-layer Distillation,77,1.0
Task-specific distillation,36,Task-specific Distillation (TD),54,0.9535990357398987
Data augmentation,37,Data Augmentation (DA),53,0.9258519411087036
Two-stage distillation,44,Two-stage Distillation,49,1.0
Prediction Layer Distillation,59,Prediction-layer Distillation,77,0.9547896385192871
MNLI Intermediate Layer Distillation Batch Size,65,QNLI Intermediate Layer Distillation Batch Size,67,0.8810577392578125
QQP Intermediate Layer Distillation Batch Size,66,QNLI Intermediate Layer Distillation Batch Size,67,0.9247332811355591
Nodes: Knowledge distillation (KD)<==>Knowledge Distillation (KD)
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A method used to transfer knowledge from a larger, more complex model (teacher) to a smaller, less complex model (student).",0,0.9669363498687744
Nodes: Knowledge Distillation (KD)<==>KD (Knowledge Distillation)
"A method used to transfer knowledge from a larger, more complex model (teacher) to a smaller, less complex model (student).",0,A method used to transfer knowledge from a larger teacher model to a smaller student model.,0,0.8639482259750366
Nodes: Prediction-layer distillation<==>Prediction Layer Distillation
A distillation technique that focuses on transferring knowledge from the prediction layer of the teacher model to the student model.,0,A knowledge distillation method where the prediction layer of the teacher model is used to supervise the student model.,0,0.8992501497268677
Nodes: Prediction-layer distillation<==>Prediction-layer Distillation
A distillation technique applied to the prediction layer of the model.,1,A distillation technique applied to the prediction layer of the model.,0,1.0
Nodes: MNLI Intermediate Layer Distillation Batch Size<==>QNLI Intermediate Layer Distillation Batch Size
"The batch size used during intermediate layer distillation for the MNLI task. The text specifies a batch size of 256 for tasks with >= 100K training examples, including MNLI.",0,"The batch size used during intermediate layer distillation for the QNLI task. The text specifies a batch size of 256 for tasks with >= 100K training examples, including QNLI.",0,0.9293544888496399
Nodes: QQP Intermediate Layer Distillation Batch Size<==>QNLI Intermediate Layer Distillation Batch Size
"The batch size used during intermediate layer distillation for the QQP task. The text specifies a batch size of 256 for tasks with >= 100K training examples, including QQP.",0,"The batch size used during intermediate layer distillation for the QNLI task. The text specifies a batch size of 256 for tasks with >= 100K training examples, including QNLI.",0,0.9525222778320312
