entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Hidden states,7,Hidden States,15,1.0
Attention matrices,8,Attention Matrices,16,1.0
Data augmentation,12,Data Augmentation,27,1.0000001192092896
Data augmentation,12,Data Augmentation (DA),41,0.9258517622947693
General Distillation,20,General Distillation (GD),39,0.8972368240356445
Task-Specific Distillation,21,Task-specific distillation,29,1.0
Task-Specific Distillation,21,Task-specific Distillation (TD),40,0.9535989761352539
Prediction-layer distillation,26,Prediction Layer Distillation,46,0.9547895789146423
Data Augmentation,27,Data Augmentation (DA),41,0.9258517622947693
Task-specific distillation,29,Task-specific Distillation (TD),40,0.9535989761352539
Nodes: Data Augmentation<==>Data Augmentation (DA)
"A technique used to increase the diversity of the training data by creating modified versions of existing data, which is applied in the task-specific distillation stage to improve TinyBERT's performance.",0,"A technique used to increase the size and diversity of the training data, particularly in the task-specific distillation stage.",0,0.8632290363311768
Nodes: Task-specific distillation<==>Task-specific Distillation (TD)
A stage in the two-stage learning framework where TinyBERT is fine-tuned for specific downstream tasks.,0,"A stage in the two-stage TinyBERT learning framework, focused on fine-tuning for specific tasks.",0,0.9049638509750366
