entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Human detection,0,human detection,22,1.0
Human detection,0,Human Detection,33,1.0
Pose estimation,1,pose estimation,23,1.0000001192092896
Pose estimation,1,Pose Estimation,34,1.0000001192092896
Person Re-ID (re-identification),2,person Re-ID (re-identification),24,1.0
Person Re-ID (re-identification),2,Person Re-ID,35,0.9345998167991638
Scale variation problem,3,scale variation problem,25,1.0
Occlusion-aware strategy,6,occlusion-aware strategy,26,1.0
Backbone networks,8,Backbone network,46,0.917383074760437
Keypoint Detection,20,keypoint detection,27,1.0
Keypoint Detection,20,Keypoint detection,36,1.0
Multi-Task Learning,21,multi-task learning,28,1.0
Multi-Task Learning,21,Multi-task learning,38,1.0
human detection,22,Human Detection,33,1.0
pose estimation,23,Pose Estimation,34,1.0000001192092896
person Re-ID (re-identification),24,Person Re-ID,35,0.9345998167991638
keypoint detection,27,Keypoint detection,36,1.0
multi-task learning,28,Multi-task learning,38,1.0
PoseTrack dataset,49,PoseTrack Dataset,58,1.0000001192092896
Nodes: Human detection<==>human detection
The process of identifying and locating humans within an image or video.,0,The process of identifying and locating humans within an image or video frame.,0,0.985459566116333
The process of identifying and locating humans within an image or video.,0,The process of identifying and locating human figures within an image or video.,1,0.9502530097961426
The process of identifying and locating humans within an image or video.,1,The process of identifying and locating humans within an image or video frame.,0,0.985459566116333
The process of identifying and locating humans within an image or video.,1,The process of identifying and locating human figures within an image or video.,1,0.9502530097961426
The process of identifying and locating human figures within an image.,2,The process of identifying and locating humans within an image or video frame.,0,0.8923071026802063
The process of identifying and locating human figures within an image.,2,The process of identifying and locating human figures within an image or video.,1,0.9694891571998596
Nodes: Human detection<==>Human Detection
The process of identifying and locating humans within an image or video.,0,The task of identifying and locating human figures within an image or video frame.,0,0.8949480652809143
The process of identifying and locating humans within an image or video.,0,The task of identifying and locating human figures within an image or video frame.,1,0.8949480652809143
The process of identifying and locating humans within an image or video.,1,The task of identifying and locating human figures within an image or video frame.,0,0.8949480652809143
The process of identifying and locating humans within an image or video.,1,The task of identifying and locating human figures within an image or video frame.,1,0.8949480652809143
The process of identifying and locating human figures within an image.,2,The task of identifying and locating human figures within an image or video frame.,0,0.9150932431221008
The process of identifying and locating human figures within an image.,2,The task of identifying and locating human figures within an image or video frame.,1,0.9150932431221008
Nodes: Pose estimation<==>pose estimation
"The process of identifying and locating keypoints (e.g., joints) on a human body within an image or video.",0,"The process of estimating the positions of keypoints (e.g., joints) on a human body within an image or video.",0,0.9565827250480652
"The process of identifying and locating keypoints (e.g., joints) on a human body within an image or video.",0,"The process of identifying and locating keypoints (e.g., joints) on a human figure within an image or video.",1,0.99017333984375
The process of estimating the pose (keypoint locations) of a person in an image or video.,1,"The process of estimating the positions of keypoints (e.g., joints) on a human body within an image or video.",0,0.8959523439407349
The process of estimating the pose (keypoint locations) of a person in an image or video.,1,"The process of identifying and locating keypoints (e.g., joints) on a human figure within an image or video.",1,0.8678706884384155
The process of estimating the pose (keypoint locations) of a person in an image.,2,"The process of estimating the positions of keypoints (e.g., joints) on a human body within an image or video.",0,0.884323239326477
The process of estimating the pose (keypoint locations) of a person in an image.,2,"The process of identifying and locating keypoints (e.g., joints) on a human figure within an image or video.",1,0.8613382577896118
Nodes: Pose estimation<==>Pose Estimation
"The process of identifying and locating keypoints (e.g., joints) on a human body within an image or video.",0,"The task of determining the spatial configuration of human body keypoints (e.g., joints) within an image or video frame.",0,0.85663902759552
"The process of identifying and locating keypoints (e.g., joints) on a human body within an image or video.",0,"The task of determining the spatial configuration of human body keypoints (e.g., joints) within an image or video frame.",2,0.85663902759552
Nodes: Person Re-ID (re-identification)<==>person Re-ID (re-identification)
The task of re-identifying a person across different camera views or over time.,0,The task of identifying and re-identifying individuals across different frames or views in a video sequence.,0,0.8776065111160278
The task of re-identifying a person across different camera views or over time.,0,The task of identifying and tracking individuals across different camera views or over time.,1,0.8630278706550598
The task of re-identifying a person across different camera views or time instances.,1,The task of identifying and re-identifying individuals across different frames or views in a video sequence.,0,0.8594325184822083
The task of re-identifying a person across different camera views or time instances.,2,The task of identifying and re-identifying individuals across different frames or views in a video sequence.,0,0.8594325184822083
The task of identifying and re-identifying individuals across different camera views or time instances.,3,The task of identifying and re-identifying individuals across different frames or views in a video sequence.,0,0.8992986083030701
The task of identifying and re-identifying individuals across different camera views or time instances.,3,The task of identifying and tracking individuals across different camera views or over time.,1,0.8767892718315125
The task of identifying and tracking the same person across different camera views or within a video sequence.,4,The task of identifying and re-identifying individuals across different frames or views in a video sequence.,0,0.8653827905654907
The task of identifying and tracking the same person across different camera views or within a video sequence.,4,The task of identifying and tracking individuals across different camera views or over time.,1,0.9202913045883179
Nodes: Person Re-ID (re-identification)<==>Person Re-ID
The task of re-identifying a person across different camera views or over time.,0,The task of re-identifying a specific person across different camera views or video frames.,0,0.9531869292259216
The task of re-identifying a person across different camera views or time instances.,1,The task of re-identifying a specific person across different camera views or video frames.,0,0.9399092793464661
The task of re-identifying a person across different camera views or time instances.,2,The task of re-identifying a specific person across different camera views or video frames.,0,0.9399092793464661
The task of identifying and re-identifying individuals across different camera views or time instances.,3,The task of re-identifying a specific person across different camera views or video frames.,0,0.9306981563568115
The task of identifying and tracking the same person across different camera views or within a video sequence.,4,The task of re-identifying a specific person across different camera views or video frames.,0,0.8904198408126831
Nodes: Occlusion-aware strategy<==>occlusion-aware strategy
A strategy used in the pose tracking module that utilizes pose information to infer occlusion states and improve Re-ID.,0,A strategy that utilizes pose information to infer occlusion states and improve Re-ID in pose tracking.,0,0.8981565833091736
Nodes: human detection<==>Human Detection
The process of identifying and locating humans within an image or video frame.,0,The task of identifying and locating human figures within an image or video frame.,0,0.9117962718009949
The process of identifying and locating humans within an image or video frame.,0,The task of identifying and locating human figures within an image or video frame.,1,0.9117962718009949
The process of identifying and locating human figures within an image or video.,1,The task of identifying and locating human figures within an image or video frame.,0,0.94377601146698
The process of identifying and locating human figures within an image or video.,1,The task of identifying and locating human figures within an image or video frame.,1,0.94377601146698
Nodes: pose estimation<==>Pose Estimation
"The process of estimating the positions of keypoints (e.g., joints) on a human body within an image or video.",0,"The task of determining the spatial configuration of human body keypoints (e.g., joints) within an image or video frame.",0,0.8754817843437195
"The process of estimating the positions of keypoints (e.g., joints) on a human body within an image or video.",0,"The task of determining the spatial configuration of human body keypoints (e.g., joints) within an image or video frame.",2,0.8754817843437195
Nodes: person Re-ID (re-identification)<==>Person Re-ID
The task of identifying and re-identifying individuals across different frames or views in a video sequence.,0,The task of re-identifying a specific person across different camera views or video frames.,0,0.9346346855163574
Nodes: keypoint detection<==>Keypoint detection
The process of identifying and locating specific points (keypoints) on a human body.,0,The process of identifying and locating specific points (keypoints) on a human body.,0,1.0000001192092896
The process of identifying and locating specific points (keypoints) on a human body.,0,The process of identifying and locating specific points (keypoints) on a human body.,1,1.0000001192092896
Nodes: multi-task learning<==>Multi-task learning
A machine learning approach where a single model is trained to perform multiple tasks simultaneously.,0,A machine learning approach where a single model is trained to perform multiple tasks simultaneously.,0,1.0
Nodes: PoseTrack dataset<==>PoseTrack Dataset
A dataset used for training and evaluating pose estimation and tracking tasks.,0,A dataset used for evaluating pose estimation and tracking methods.,0,0.9259766340255737
