entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Concurrent activity recognition,0,Concurrent Activity Recognition,20,0.9999998807907104
Feature-to-activity attention,1,Feature-to-Activity Attention,21,1.0000001192092896
Hockey dataset,3,Hockey Dataset,25,1.0
Charades dataset,5,Charades Dataset,43,1.0000001192092896
Non-local neural network,19,Non-local Neural Network,30,1.0000001192092896
Nodes: Concurrent activity recognition<==>Concurrent Activity Recognition
The task of identifying multiple activities happening simultaneously in a video.,0,The objective of identifying and classifying multiple activities happening simultaneously within a video.,0,0.9246870279312134
The task of identifying multiple activities happening simultaneously in a video.,1,The objective of identifying and classifying multiple activities happening simultaneously within a video.,0,0.9246870279312134
Nodes: Feature-to-activity attention<==>Feature-to-Activity Attention
"A novel attention mechanism for feature extraction in concurrent activity recognition, designed to preserve temporal information.",0,A novel attention mechanism for feature extraction in the concurrent activity recognition model.,0,0.898699164390564
