entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Few-Shot Learning,4,Few-shot learning,18,1.0000001192092896
Semantic Segmentation,13,Semantic segmentation,19,1.0
Few-shot segmentation,28,Few-shot semantic segmentation,47,0.8894988298416138
Few-shot segmentation,28,Few-shot segmentation model,64,0.9188429713249207
Model III,45,Model II,54,0.8910994529724121
Model I,53,Model II,54,0.9066286683082581
Few-shot instance segmentation,62,Promise on few-shot instance segmentation and iterative few-shot recognition tasks,77,0.914348304271698
Biases in existing large-scale datasets,73,Biases and Lack of Scalability in Large-Scale Datasets,78,0.9064295887947083
Nodes: Semantic Segmentation<==>Semantic segmentation
"The task of assigning a semantic label (e.g., 'car', 'person') to each pixel in an image.",0,The task of assigning a semantic label to each pixel in an image.,0,0.9186326861381531
Nodes: Biases in existing large-scale datasets<==>Biases and Lack of Scalability in Large-Scale Datasets
"The limitations of existing large-scale datasets, specifically their biases.",0,The specific limitations of existing large-scale datasets that the paper addresses. This includes biases present in the datasets and their lack of scalability.,0,0.8555772304534912
