entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Sparse CNN,3,sparse CNNs,39,0.9367863535881042
Sparsity Types,14,Types of Sparsity,20,0.8934348821640015
Sparse Convolution Methods,15,Sparse convolution,22,0.9002803564071655
Fully connected layers,24,fully connected layers,41,1.0000001192092896
Classification speed,26,classification speed,43,1.0
Classification speed,26,Classification Speed,48,1.0
Convolution layers,32,convolution layers,40,1.0000001192092896
classification speed,43,Classification Speed,48,1.0
Nodes: Sparse CNN<==>sparse CNNs
CNNs that incorporate sparsity to reduce model size and/or accelerate classification speed.,0,Convolutional Neural Networks that utilize sparsity to improve performance.,0,0.8531399965286255
Nodes: Convolution layers<==>convolution layers
Layers in a CNN that perform convolution operations.,0,Layers within a CNN that perform convolutional operations.,0,0.9493263959884644
