entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Few-Shot Learning,4,Few-shot learning,19,1.0000001192092896
Few-shot image segmentation,11,Few-shot segmentation,33,0.9538876414299011
Few-shot image segmentation,11,few-shot segmentation,55,0.9538876414299011
Few-shot image segmentation,11,few-shot segmentation model,59,0.8875755667686462
Few-shot segmentation,33,Few-shot semantic segmentation,45,0.8894988894462585
Few-shot segmentation,33,few-shot segmentation,55,1.0
Few-shot segmentation,33,few-shot segmentation model,59,0.9188428521156311
Few-shot semantic segmentation,45,few-shot segmentation,55,0.8894988894462585
few-shot segmentation,55,few-shot segmentation model,59,0.9188428521156311
few-shot segmentation model,59,Baseline few-shot segmentation model,60,0.931977391242981
