entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Semantic segmentation,9,semantic segmentation,26,1.0
Object classes,10,object classes,28,1.0000001192092896
Instance segmentation,12,instance segmentation,27,1.0
Pixelwise segmentation annotation,16,pixelwise segmentation annotations,30,0.9829711318016052
Model I,33,Model II,34,0.9066285490989685
Model II,34,Model III,35,0.8910993933677673
Nodes: Semantic segmentation<==>semantic segmentation
"A computer vision task that involves assigning a label to each pixel in an image, identifying the object class to which each pixel belongs.",0,"A computer vision task that involves assigning a label to each pixel in an image, identifying the object class.",0,0.9842967391014099
A computer vision task that involves assigning a semantic label to each pixel in an image.,1,"A computer vision task that involves assigning a label to each pixel in an image, identifying the object class.",0,0.8868327736854553
Nodes: Instance segmentation<==>instance segmentation
A computer vision task that involves identifying and segmenting individual instances of objects within an image.,0,A computer vision task that involves detecting and delineating each instance of an object class in an image.,0,0.8886567950248718
A computer vision task that involves detecting and segmenting individual instances of objects within an image.,1,A computer vision task that involves detecting and delineating each instance of an object class in an image.,0,0.8957212567329407
