entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Transformer distillation method,0,Transformer distillation,27,0.9674112796783447
Task-specific Distillation (TD),10,Task-specific distillation (TD),60,1.0000001192092896
Transformer layers,11,Transformer layer,38,0.9557358026504517
Data Augmentation,12,Data Augmentation (DA),15,0.9258517026901245
Hidden states,17,Hidden States,29,1.0
Attention matrices,18,Attention Matrices,30,1.0
Multi-Head Attention (MHA),23,Multi-Head Attention,35,0.918712854385376
Prediction-layer distillation,26,Prediction Layer Distillation,53,0.9547895789146423
Nodes: Transformer distillation method<==>Transformer distillation
"A novel method proposed for distilling knowledge specifically for Transformer-based models, used to transfer knowledge from BERT to TinyBERT.",1,"A specially designed KD method for Transformer-based models, used to transfer knowledge from BERT to TinyBERT.",0,0.8937705755233765
Nodes: Transformer layers<==>Transformer layer
"Key components of the BERT model from which knowledge is distilled, including Multi-Head Attention and Feed-Forward Networks.",4,"A key component of the BERT and TinyBERT models, including Multi-Head Attention and Feed-Forward Networks.",0,0.8716700077056885
Nodes: Data Augmentation<==>Data Augmentation (DA)
"The process of creating new training examples from existing ones, often used to improve the performance of machine learning models, especially in scenarios with limited data. In the context of TinyBERT, it is used to create augmented data for task-specific distillation.",1,"The process of creating additional training data, used in task-specific distillation to improve TinyBERT's performance on downstream tasks.",1,0.8567826747894287
Nodes: Attention matrices<==>Attention Matrices
"Matrices representing the attention weights learned by BERT, used to capture linguistic knowledge and transfer it to TinyBERT.",0,Matrices that represent the attention weights learned by the attention mechanisms within the Transformer layers of BERT. TinyBERT distills knowledge from these matrices.,1,0.8842868804931641
