entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Convolutional Neural Networks (CNN),0,Convolutional Neural Networks (CNNs),34,0.9700841307640076
Image recognition,1,Image Recognition,11,0.9999998807907104
Video analytics,2,Video Analytics,12,0.9999999403953552
Autonomous driving,3,Autonomous Driving,13,1.0
Mobile platforms,5,Mobile Platforms,50,1.0000001192092896
Convolution layers,19,Convolution Layers,39,1.0000001192092896
Fully connected layers,20,Fully Connected Layers,40,1.0000001192092896
Classification speed,21,Classification Speed,48,1.0
Nodes: Convolution layers<==>Convolution Layers
"Layers within a CNN that perform convolutional operations, which are a key area for applying sparse methods to improve speed.",1,Specific layers within a Convolutional Neural Network (CNN) that perform convolutional operations. These layers are a primary focus for sparse convolution optimization.,0,0.8844712376594543
