entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
sentiment analysis,0,Sentiment Analysis,37,1.0
transfer learning,3,Transfer Learning,38,0.9999999403953552
discriminative fine-tuning,8,Discriminative Fine-tuning,17,0.9999999403953552
discriminative fine-tuning,8,Discriminative fine-tuning,43,0.9999999403953552
slanted triangular learning rates,9,Slanted Triangular Learning Rates,18,1.0000001192092896
gradual unfreezing,10,Gradual Unfreezing,19,1.0
Discriminative Fine-tuning,17,Discriminative fine-tuning,43,0.9999999403953552
Nodes: sentiment analysis<==>Sentiment Analysis
"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",0,"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",0,1.0
"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",1,"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",0,1.0
"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",2,"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",0,1.0
"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",3,"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",0,1.0
"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",4,"The task of determining the emotional tone or attitude expressed in a piece of text, central to the FinBERT model's application in financial NLP.",0,1.0
Nodes: transfer learning<==>Transfer Learning
"A machine learning technique used to leverage knowledge gained from one task to improve performance on a related task, applied in the development of FinBERT.",0,"A machine learning technique used to leverage knowledge gained from one task to improve performance on a related task, applied in the development of FinBERT.",0,1.0
"A machine learning technique used to leverage knowledge gained from one task to improve performance on a related task, applied in the development of FinBERT.",2,"A machine learning technique used to leverage knowledge gained from one task to improve performance on a related task, applied in the development of FinBERT.",0,1.0
"A machine learning technique used to leverage knowledge gained from one task to improve performance on a related task, applied in the development of FinBERT.",3,"A machine learning technique used to leverage knowledge gained from one task to improve performance on a related task, applied in the development of FinBERT.",0,1.0
"A machine learning technique used to leverage knowledge gained from one task to improve performance on a related task, applied in the development of FinBERT.",4,"A machine learning technique used to leverage knowledge gained from one task to improve performance on a related task, applied in the development of FinBERT.",0,1.0
Nodes: discriminative fine-tuning<==>Discriminative Fine-tuning
"A technique used to optimize the training of FinBERT, allowing different layers of the model to learn at different rates.",0,"A technique used to optimize the training of FinBERT, allowing different layers of the model to learn at different rates.",1,1.0
"A technique used to optimize the training of FinBERT, allowing different layers of the model to learn at different rates.",1,"A technique used to optimize the training of FinBERT, allowing different layers of the model to learn at different rates.",1,1.0
"A technique used to optimize the training of FinBERT, allowing different layers of the model to learn at different rates.",2,"A technique used to optimize the training of FinBERT, allowing different layers of the model to learn at different rates.",1,1.0
Nodes: slanted triangular learning rates<==>Slanted Triangular Learning Rates
"A learning rate schedule used to optimize the training of FinBERT, helping to improve performance.",0,"A learning rate schedule used to optimize the training of FinBERT, helping to improve performance.",1,1.0000001192092896
"A learning rate schedule used to optimize the training of FinBERT, helping to improve performance.",1,"A learning rate schedule used to optimize the training of FinBERT, helping to improve performance.",1,1.0000001192092896
"A learning rate schedule used to optimize the training of FinBERT, helping to improve performance.",2,"A learning rate schedule used to optimize the training of FinBERT, helping to improve performance.",1,1.0000001192092896
Nodes: gradual unfreezing<==>Gradual Unfreezing
"A technique used to optimize the training of FinBERT, preventing catastrophic forgetting by unfreezing layers of the model gradually.",0,"A technique used to optimize the training of FinBERT, preventing catastrophic forgetting by unfreezing layers of the model gradually.",1,0.9999999403953552
"A technique used to optimize the training of FinBERT, preventing catastrophic forgetting by unfreezing layers of the model gradually.",1,"A technique used to optimize the training of FinBERT, preventing catastrophic forgetting by unfreezing layers of the model gradually.",1,0.9999999403953552
"A technique used to optimize the training of FinBERT, preventing catastrophic forgetting by unfreezing layers of the model gradually.",2,"A technique used to optimize the training of FinBERT, preventing catastrophic forgetting by unfreezing layers of the model gradually.",1,0.9999999403953552
