entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
concurrent activity recognition,0,Concurrent activity recognition,15,0.9999998807907104
deep learning architecture,1,Deep learning architecture,16,1.0000001192092896
tri-axial self-attention encoder-decoder,3,Tri-axial self-attention encoder-decoder,18,1.0
activity association mask,4,Activity association mask,19,1.0000001192092896
hockey dataset,5,Hockey dataset,22,1.0
volleyball dataset,6,Volleyball dataset,23,1.0000001192092896
charades dataset,7,Charades dataset,24,1.0000001192092896
activity mapping layer,9,Activity mapping layer,20,1.0000001192092896
self-attention decoder,10,Self-attention decoder,21,1.0
Non-local neural network,30,Non-local Neural Network,38,1.0000001192092896
Nodes: concurrent activity recognition<==>Concurrent activity recognition
The task of identifying multiple activities happening simultaneously.,0,The task of recognizing multiple activities happening simultaneously.,0,0.9658541679382324
The task of identifying multiple activities happening simultaneously.,1,The task of recognizing multiple activities happening simultaneously.,0,0.9658541679382324
Nodes: deep learning architecture<==>Deep learning architecture
A method using deep learning for activity recognition.,0,A method using deep learning for activity recognition.,0,0.9999999403953552
Nodes: tri-axial self-attention encoder-decoder<==>Tri-axial self-attention encoder-decoder
An encoder-decoder architecture using self-attention for processing tri-axial data.,0,An encoder-decoder model using self-attention for processing tri-axial data.,0,0.9633466601371765
Nodes: activity association mask<==>Activity association mask
A mask used to identify relationships between activities.,0,A mask used to identify relationships between activities.,0,1.0
A mask used to identify relationships between activities.,1,A mask used to identify relationships between activities.,0,1.0
Nodes: hockey dataset<==>Hockey dataset
A dataset containing hockey-related data.,0,A dataset related to hockey activities.,0,0.8759931325912476
A dataset containing hockey-related data.,1,A dataset related to hockey activities.,0,0.8759931325912476
Nodes: volleyball dataset<==>Volleyball dataset
A dataset containing volleyball-related data.,0,A dataset related to volleyball activities.,0,0.9362718462944031
A dataset containing volleyball-related data.,1,A dataset related to volleyball activities.,0,0.9362718462944031
Nodes: charades dataset<==>Charades dataset
A dataset containing charades-related data.,0,A dataset related to charades activities.,0,0.8979349136352539
Nodes: activity mapping layer<==>Activity mapping layer
A layer used to map features to activities.,0,A layer that maps features to activities.,0,0.918207585811615
Nodes: self-attention decoder<==>Self-attention decoder
A decoder using self-attention.,1,A decoder using self-attention.,0,1.0
