entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
hockey dataset,10,Hockey Dataset,21,1.000000238418579
volleyball dataset,11,Volleyball dataset,22,1.0
volleyball dataset,11,Volleyball Dataset,23,1.0
charades datasets,12,Charades dataset,18,0.9791454672813416
charades datasets,12,Charades Dataset,24,0.9791454672813416
Charades dataset,18,Charades Dataset,24,1.0000001192092896
Volleyball dataset,22,Volleyball Dataset,23,1.0
Nodes: Charades dataset<==>Charades Dataset
"A dataset used for concurrent activity recognition, containing 157 activities.",0,"A dataset used for evaluating the performance of the proposed method in concurrent activity recognition, and compared against other methods.",0,0.8754732012748718
A dataset used for evaluating the performance of the proposed method in concurrent activity recognition.,1,"A dataset used for evaluating the performance of the proposed method in concurrent activity recognition, and compared against other methods.",0,0.9833174347877502
Nodes: Volleyball dataset<==>Volleyball Dataset
"A dataset used for concurrent activity recognition, compared against the proposed method.",0,"A dataset used for concurrent activity recognition, compared against the proposed method.",0,1.0
