entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Sentiment Analysis,3,Sentiment analysis,71,1.0
Financial PhraseBank,4,Financial Phrasebank,72,1.0
Text Classification,9,text classification,23,1.0
Text Classification,9,Text classification,69,1.0
GloVe,19,GLoVE,38,1.0
text classification,23,Text classification,69,0.9999999403953552
question answering,25,Question answering,78,1.0
Discriminative Fine-tuning,27,Discriminative fine-tuning,75,1.0
Slanted Triangular Learning Rates,28,Slanted triangular learning rate,81,0.9697095155715942
Gradual Unfreezing,29,Gradual unfreezing (GU),74,0.8853999376296997
Bidirectional Language Model,30,Bi-directional Language Model,32,0.8882206678390503
Classification,45,classification,56,1.0000001192092896
Slanted triangular learning rate (STL),73,Slanted triangular learning rate,81,0.8859788775444031
Nodes: Sentiment Analysis<==>Sentiment analysis
The task of automatically determining the emotional tone or opinion expressed in a text.,0,The task of determining the emotional tone or attitude expressed in a piece of text.,0,0.9121549725532532
Nodes: Financial PhraseBank<==>Financial Phrasebank
A dataset used for financial sentiment analysis.,0,A dataset used for sentiment analysis in the financial domain.,0,0.9746309518814087
"A dataset used for financial sentiment analysis, containing phrases and their associated sentiment.",1,A dataset used for sentiment analysis in the financial domain.,0,0.905514657497406
A dataset of financial phrases used for sentiment analysis.,2,A dataset used for sentiment analysis in the financial domain.,0,0.8599218130111694
A dataset used for sentiment analysis of financial news.,3,A dataset used for sentiment analysis in the financial domain.,0,0.9581417441368103
A dataset of financial news sentences used for sentiment analysis.,4,A dataset used for sentiment analysis in the financial domain.,0,0.8800926208496094
Nodes: Text Classification<==>text classification
The task of categorizing text into predefined classes or categories.,0,The task of categorizing text into predefined classes or categories.,0,1.0
Nodes: Bidirectional Language Model<==>Bi-directional Language Model
"A type of language model, as seen in ELMo, that considers context from both directions (forward and backward) in a sequence.",0,"A type of language model, used in ELMo, that considers context from both directions (forward and backward) in a sequence.",0,0.9771922826766968
