entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Inference speed,1,Inference Speed,10,1.0000001192092896
Fully connected layers,4,fully connected layers,54,1.0000001192092896
Fully connected layers,4,Fully Connected Layers,84,1.0000001192092896
Data centers,6,Data center servers,25,0.9061626195907593
Sparsity levels,9,Low Sparsity,100,0.8874692916870117
classification speed,18,Classification speed,31,1.000000238418579
classification speed,18,Classification Speed,101,1.000000238418579
sparsity,19,Sparsity,23,1.0000001192092896
mobile clients,21,Mobile clients,26,1.0
Sparse CNN,27,Sparse CNNs,89,0.9367862939834595
Convolution layers,28,convolution layers,53,1.0
Convolution layers,28,Convolution Layers,83,1.0
Sparse convolution,30,sparse convolution,52,0.9999999403953552
Classification speed,31,Classification Speed,101,1.000000238418579
Model size reduction,32,model size reduction,55,1.0
Arithmetic intensity,33,Arithmetic Intensity,61,1.0
Limitation to large filters,37,Limitation to Large Filters,39,1.0
Research Thrusts on Sparse CNNs,46,Sparse CNNs,89,0.9191710352897644
direct sparse convolution algorithm,51,Direct Sparse Convolution Algorithm,59,1.0000001192092896
convolution layers,53,Convolution Layers,83,1.0
fully connected layers,54,Fully Connected Layers,84,1.0000001192092896
accuracy,69,Accuracy,90,0.9999999403953552
weight decay,72,Weight Decay,75,1.0000001192092896
weight decay,72,Weight decay,87,1.0000001192092896
Weight Decay,75,Weight decay,87,1.0000001192092896
FC Decay Multiplier,79,FC decay multiplier,88,1.000000238418579
High Sparsity,99,Low Sparsity,100,0.9675654172897339
Nodes: Fully connected layers<==>fully connected layers
Layers within a CNN that are fully connected.,3,Layers within a CNN that are fully connected.,0,1.0
Nodes: mobile clients<==>Mobile clients
Platforms such as smartphones and autonomous-driving cars where CNN models are deployed.,0,"One of the platforms where trained CNN models are deployed, including smartphones and autonomous-driving cars.",0,0.8708533048629761
Nodes: Convolution layers<==>convolution layers
Layers within a CNN that perform convolutional operations.,3,Layers within a CNN that perform convolution operations.,0,0.9797022938728333
Layers within a CNN that perform convolutional operations.,3,Layers in a CNN that perform convolution operations.,1,0.9493262767791748
Nodes: Classification speed<==>Classification Speed
"The objective of achieving high classification speed, specifically measured in images per second.",2,"The objective of achieving a high rate of image classification, measured in images per second.",0,0.9583756923675537
Nodes: FC Decay Multiplier<==>FC decay multiplier
The multiplier applied to the weight decay for fully connected layers.,0,"The multiplier applied to the weight decay for fully connected layers, influencing the sparsity of these layers.",0,0.8974050879478455
Nodes: High Sparsity<==>Low Sparsity
The type of sparsity applied to the fully connected layers in the Holistic SparseCNN.,0,The type of sparsity applied to the convolutional layers in the Holistic SparseCNN.,0,0.9446132183074951
