entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Classification speed,4,Achieve a classification speed,30,0.9173176884651184
Sparse convolution,9,Sparse Convolution,19,1.0000001192092896
ARITHMETIC INTENSITY,16,Arithmetic Intensity,21,1.0000001192092896
ARITHMETIC INTENSITY,16,Arithmetic intensity,22,1.0000001192092896
Arithmetic Intensity,21,Arithmetic intensity,22,1.0000001192092896
Mobile platforms,31,MOBILE PLATFORMS,34,1.0000001192092896
Nodes: ARITHMETIC INTENSITY<==>Arithmetic intensity
"A measure of the ratio of computation to data movement in a computation, relevant to the efficiency of sparse convolution.",0,"A measure of the ratio of computation to memory access, relevant to the performance of sparse convolution algorithms.",0,0.9057048559188843
Nodes: Mobile platforms<==>MOBILE PLATFORMS
Representative mobile platforms where speedups of convolution layers were demonstrated.,0,Representative mobile platforms where speedups of convolution layers were demonstrated.,0,1.0
