entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Optimize CNNs,1,Optimizing CNNs,14,0.9657632112503052
Optimize CNNs,1,Optimize Convolutional Neural Networks (CNNs),28,0.9132763147354126
Reduce model size,4,Reducing model size,16,0.9860321283340454
Accelerate classification speed,5,Accelerating classification speed,15,0.9430843591690063
Achieve speedups over dense convolution,9,Achieving speedups over dense convolution,17,0.9832355976104736
Optimizing CNNs,14,Optimize Convolutional Neural Networks (CNNs),28,0.8830362558364868
Speedup of convolution layers,34,Speedups of convolution layers,53,0.9809561371803284
Nodes: Optimize CNNs<==>Optimize Convolutional Neural Networks (CNNs)
"The objective of the study, focusing on improving speed and reducing size for resource-constrained platforms.",0,"The primary objective of the document, focusing on improving speed and reducing size for resource-constrained platforms.",0,0.9319179058074951
"The objective of the study, focusing on improving speed and reducing size for resource-constrained platforms.",0,"The primary objective of the document, focusing on improving speed and reducing size for resource-constrained platforms.",1,0.9319179058074951
"The objective of the study, focusing on improving speed and reducing size for resource-constrained platforms.",0,"The primary objective of the document, focusing on improving speed and reducing size for resource-constrained platforms.",2,0.9319179058074951
"The objective of the study, focusing on improving speed and reducing size for resource-constrained platforms.",0,"The primary objective of the document, focusing on improving speed and reducing size for resource-constrained platforms.",3,0.9319179058074951
"The objective of the study, focusing on improving speed and reducing size for resource-constrained platforms.",0,"The primary objective of the document, focusing on improving speed and reducing size for resource-constrained platforms.",4,0.9319179058074951
