entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Transformer distillation,2,Transformer-layer distillation,42,0.9141109585762024
Task-specific distillation,25,Task-specific Distillation (TD),38,0.9535989761352539
General distillation,26,General Distillation (GD),39,0.897236704826355
Data augmentation,28,Data Augmentation (DA),40,0.9258518218994141
GLUE Tasks,34,GLUE tasks,60,0.9999998807907104
Intermediate Layer Distillation Learning Rate,46,Prediction Layer Distillation Learning Rate,47,0.9116470813751221
QQP Dataset Batch Size,49,QNLI Dataset Batch Size,50,0.8820827603340149
Nodes: Intermediate Layer Distillation Learning Rate<==>Prediction Layer Distillation Learning Rate
"The learning rate used during the intermediate layer distillation stage. For task-specific distillation, it is 5e-5.",0,The learning rate used during the prediction layer distillation stage. It is 3e-5.,0,0.9223637580871582
Nodes: QQP Dataset Batch Size<==>QNLI Dataset Batch Size
The batch size used for intermediate layer distillation on the QQP dataset. It is 256.,0,The batch size used for intermediate layer distillation on the QNLI dataset. It is 256.,0,0.9748002886772156
