entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Catastrophic Forgetting,9,Catastrophic forgetting,36,1.0000001192092896
Transfer Learning,10,Transfer learning,37,1.0
Discriminative fine-tuning,15,Discriminative Fine-tuning,25,0.9999999403953552
Slanted triangular learning rates,16,Slanted Triangular Learning Rates,26,1.0
Slanted triangular learning rates,16,Slanted Triangular Learning Rate,53,0.9697094559669495
Gradual unfreezing,17,Gradual Unfreezing,27,0.9999999403953552
Slanted Triangular Learning Rates,26,Slanted Triangular Learning Rate,53,0.9697094559669495
Slanted Triangular Learning Rate,53,Slanted triangular learning rate (STL),56,0.8859788179397583
Nodes: Catastrophic Forgetting<==>Catastrophic forgetting
"The tendency of a neural network to rapidly forget previously learned information upon learning new information, a challenge addressed in the study.",0,The tendency of a neural network to rapidly forget previously learned information upon learning new information.,0,0.9262468814849854
The tendency of a neural network to rapidly forget previously learned information when learning new information.,1,The tendency of a neural network to rapidly forget previously learned information upon learning new information.,0,0.9968082904815674
