entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Transformer distillation,2,Transformer-based distillation,69,0.9511079788208008
Knowledge distillation (KD),3,Knowledge Distillation (KD),16,1.0
Multi-hop reasoning task,14,multi-hop reasoning task,15,1.0000001192092896
Embedding layer output,18,Embedding Layer Output,28,1.0
Hidden states,19,Hidden States,29,1.0
Attention matrices,20,Attention Matrices,30,1.0000001192092896
Attention matrices,20,Attention matrix A,36,0.892087459564209
Logits output,21,Logits Output,31,1.0
Data augmentation,22,data augmentation,45,1.0000001192092896
Attention Matrices,30,Attention matrix A,36,0.892087459564209
GLUE tasks,32,GLUE Tasks,40,0.9999999403953552
Prediction-layer distillation,38,prediction-layer distillation,48,1.0
Prediction-layer distillation,38,Prediction layer distillation,92,0.9547896385192871
task-specific distillation,42,Task-specific distillation,73,1.0000001192092896
General distillation,43,General Distillation (GD),98,0.8972367644309998
intermediate layer distillation,47,Intermediate layer distillation,91,1.0000001192092896
prediction-layer distillation,48,Prediction layer distillation,92,0.9547896385192871
GD (General Distillation),59,General Distillation (GD),98,0.9636715054512024
Nodes: Knowledge distillation (KD)<==>Knowledge Distillation (KD)
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,0.9999999403953552
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A method used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",1,0.9961215853691101
Nodes: Multi-hop reasoning task<==>multi-hop reasoning task
A challenging natural language processing task that requires reasoning across multiple steps or pieces of information.,0,A challenging natural language processing task where models must perform reasoning across multiple steps or pieces of information.,0,0.9208890795707703
Nodes: Logits output<==>Logits Output
The output from the prediction layer used in the Transformer distillation method.,0,"The logits output by the prediction layer, used as a loss function component in the Transformer distillation method.",1,0.9083384871482849
Nodes: GLUE tasks<==>GLUE Tasks
A set of natural language understanding tasks used to evaluate the performance of language models.,1,A collection of natural language understanding tasks used to evaluate the performance of language models.,0,0.9783198833465576
