entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Pose estimation,0,pose estimation,21,1.0000001192092896
Human detection,1,human detection,22,1.0
Person Re-ID (re-identification),2,person Re-ID (re-identification),23,1.0
keypoint detection,7,Keypoint Detection,31,1.0
Nodes: Pose estimation<==>pose estimation
Task of estimating the pose of a person.,0,The task of estimating the pose of a person in an image or video.,0,0.8550136089324951
Task of estimating the pose of a person in an image or video.,1,The task of estimating the pose of a person in an image or video.,0,0.9542950391769409
Nodes: Human detection<==>human detection
Task of detecting humans in an image or video.,0,The task of detecting humans in an image or video.,0,0.9766490459442139
Task of detecting humans in an image or video.,0,Task of detecting humans in an image or video.,1,1.0
Nodes: Person Re-ID (re-identification)<==>person Re-ID (re-identification)
Task of re-identifying a person across different camera views or time instances.,0,The task of re-identifying a person across different camera views or time instances.,0,0.9572030305862427
Task of re-identifying a person across different camera views or time instances.,0,Task of re-identifying a person across different camera views or time instances.,1,1.0
