entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Knowledge distillation (KD),3,Knowledge Distillation (KD),16,1.0
Multi-hop reasoning task,14,multi-hop reasoning task,15,1.0000001192092896
Embedding layer output,18,Embedding Layer Output,29,1.0
Logits output,20,Logits Output,32,1.0
Data augmentation,23,data augmentation,44,1.0000001192092896
Data augmentation,23,Data Augmentation (DA),62,0.9258518218994141
Attention Matrices,31,Attention matrix A,37,0.892087459564209
GLUE tasks,33,GLUE Tasks,64,1.0000001192092896
Prediction-layer distillation,39,prediction-layer distillation,47,1.0
task-specific distillation,41,Task-specific distillation,53,0.9999999403953552
task-specific distillation,41,Task-specific Distillation (TD),60,0.9535990357398987
task-specific distillation,41,Task-specific distillation (TD),84,0.9535990357398987
General distillation,42,General Distillation (GD),61,0.8972367644309998
General Language Understanding Evaluation (GLUE),43,General Language Understanding Evaluation (GLUE) tasks,49,0.9401705861091614
data augmentation,44,Data Augmentation (DA),62,0.9258518218994141
BERT-BASE,50,BERT BASE,65,0.9305002093315125
Task-specific distillation,53,Task-specific Distillation (TD),60,0.9535990357398987
Task-specific distillation,53,Task-specific distillation (TD),84,0.9535990357398987
Task-specific Distillation (TD),60,Task-specific distillation (TD),84,1.0000001192092896
Nodes: Knowledge distillation (KD)<==>Knowledge Distillation (KD)
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,1.0
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A method used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",1,0.9961214065551758
Nodes: Logits output<==>Logits Output
The output from the prediction layer used in the Transformer distillation method.,0,"The logits output by the prediction layer, used as a representation to be fitted during the Transformer distillation process.",0,0.8862021565437317
The output from the prediction layer used in the Transformer distillation method.,0,"The logits output by the prediction layer, used as one of the loss functions in the Transformer distillation method.",1,0.8685653209686279
