entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Image object classification,1,Image classification,38,0.911897599697113
Fast R-CNN,7,Faster R-CNN,9,0.9073317646980286
Region proposal network (RPN),8,Region Proposal Network (RPN),26,1.0000001192092896
Region proposal network (RPN),8,Region Proposal Network,51,0.888517439365387
Car Detection,18,car detection,61,1.0000001192092896
conv3_3,19,conv5_3,20,0.8882865309715271
conv3_3,19,conv4_3,49,0.922994077205658
conv3_3,19,CONV4_3,68,0.922994077205658
conv5_3,20,conv4_3,49,0.9089333415031433
conv5_3,20,conv5,50,0.9088694453239441
conv5_3,20,CONV5,67,0.9088694453239441
conv5_3,20,CONV4_3,68,0.9089333415031433
Region Proposal Network (RPN),26,Region Proposal Network,51,0.888517439365387
Object detection,27,Object Detection,52,1.0
Convolutional layers,41,Convolutional Layers,44,1.0
conv4_3,49,CONV4_3,68,1.0
conv5,50,CONV5,67,1.0000001192092896
Nodes: Car Detection<==>car detection
"The specific task of identifying and locating cars within images, which is a key application of the methods discussed.",1,The task of identifying and locating cars within images.,0,0.8761880397796631
Nodes: conv3_3<==>conv5_3
A specific convolutional layer used in the SDP+CRC method.,0,A specific convolutional layer used in the SDP+CRC method.,0,1.0000001192092896
Nodes: conv5_3<==>conv4_3
"The 13th layer of VGG16, used as a feature representation in R-CNN.",1,"The 10th layer of VGG16, used as a feature representation in R-CNN.",0,0.9713958501815796
Nodes: Object detection<==>Object Detection
The task of identifying and locating objects within an image.,0,The task of identifying and locating objects within an image.,0,1.0
