entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Transformer distillation,2,Transformer-layer distillation,49,0.9141108989715576
Knowledge distillation (KD),3,Knowledge Distillation (KD),26,1.0
Knowledge distillation (KD),3,KD (Knowledge Distillation),46,0.949160635471344
Weights pruning,10,Weights Pruning,19,1.0000001192092896
Knowledge Distillation (KD),26,KD (Knowledge Distillation),46,0.949160635471344
Prediction-layer distillation,32,Prediction Layer Distillation,55,0.9547896385192871
Task-Specific Distillation,35,Task-specific Distillation (TD),51,0.9535989165306091
Task-Specific Distillation,35,Task-specific distillation,63,1.0
Data augmentation,36,Data Augmentation (DA),50,0.9258518218994141
Task-specific Distillation (TD),51,Task-specific distillation,63,0.9535989165306091
Nodes: Knowledge distillation (KD)<==>Knowledge Distillation (KD)
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,1.0
Nodes: Prediction-layer distillation<==>Prediction Layer Distillation
A distillation technique focused on transferring knowledge from the prediction layer of the teacher model to the student model.,0,A knowledge distillation method where the prediction layer of the teacher model is used to supervise the student model.,0,0.9036144614219666
