entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Word embeddings,5,Word Embeddings,14,0.9999999403953552
Word embeddings,5,Word embedding,29,0.9317357540130615
Word embeddings,5,word embeddings,95,0.9999999403953552
Object-Hypernym co-occurrences,6,Object-Hypernym Co-occurrences,16,1.0000001192092896
Unsupervised clustering,7,Unsupervised Clustering,37,1.0
Supervised partitioning,8,Supervised Partitioning,38,0.9999999403953552
Object and attribute annotations,13,Object and Attribute Annotations,17,1.0000001192092896
Word Embeddings,14,Word embedding,29,0.9317357540130615
Word Embeddings,14,word embeddings,95,1.0
Vis-w2v,26,vis-w2v,90,1.000000238418579
Word embedding,29,word embeddings,95,0.9317357540130615
Zero-shot-like analysis,30,Zero-shot-like Analysis,39,1.0
Vision-language tasks,31,Vision-Language Tasks,40,1.0000001192092896
Loss function,45,Loss Function,58,1.000000238418579
Incrementing X oa ij by 1,75,Incrementing X aa ij by 1,76,0.8979842066764832
Clustering analysis,80,Clustering Analysis,88,1.000000238418579
Random vectors,84,random vectors,116,1.000000238418579
Coarse Categories,87,Coarse and Fine Categories,99,0.9082223176956177
Nodes: Word embeddings<==>Word embedding
"Representations of words in a vector space, capturing semantic relationships.",0,"A representation of words in a vector space, capturing semantic relationships.",0,0.9689576029777527
"Representations of words in a vector space, capturing semantic relationships.",1,"A representation of words in a vector space, capturing semantic relationships.",0,0.9689576029777527
"Representations of words in a vector space, capturing semantic relationships.",3,"A representation of words in a vector space, capturing semantic relationships.",0,0.9689576029777527
"Representations of words in a vector space, used to capture semantic relationships.",4,"A representation of words in a vector space, capturing semantic relationships.",0,0.9641966819763184
Nodes: Object-Hypernym co-occurrences<==>Object-Hypernym Co-occurrences
Co-occurrences computed using ImageNet annotations augmented with WordNet hypernyms.,0,"The specific type of co-occurrence being extracted, involving objects and their hypernyms, computed using ImageNet annotations augmented with WordNet hypernyms.",0,0.9185556769371033
Nodes: Word embedding<==>word embeddings
A representation of a word in a vector space.,1,A type of representation of words in a vector space.,0,0.9126244187355042
A representation of a word in a vector space.,1,Representations of words in a vector space.,1,0.9392872452735901
Nodes: Incrementing X oa ij by 1<==>Incrementing X aa ij by 1
"The operation of increasing the co-occurrence count X oa ij by 1. This action is performed for each word pair (i, j) in the word sets and for all synset pairs (S o, S a) in the object and ancestor sets, within the context of the VisualGenome dataset.",0,"The operation of increasing the co-occurrence count X aa ij by 1. This action is performed for each word pair (i, j) in the word sets and for all synset pairs (S a1, S a2) in the ancestor sets, within the context of the VisualGenome dataset.",0,0.9875783920288086
