entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
pose estimation,0,Pose Estimation,20,0.9999998807907104
pose estimation,0,Pose estimation,27,0.9999998807907104
human detection,1,Human Detection,21,1.0
human detection,1,Human detection,26,1.0
person Re-identification (Re-ID),2,Person Re-identification (Re-ID),22,1.0000001192092896
person Re-identification (Re-ID),2,Person Re-ID,28,0.9219736456871033
occlusion-aware strategy,6,Occlusion-aware strategy,23,1.0
keypoint detection,7,Keypoint Detection,24,1.0
ResNet-18,11,ResNet18,53,0.918228268623352
Pose Estimation,20,Pose estimation,27,0.9999998807907104
Human Detection,21,Human detection,26,1.0
Person Re-identification (Re-ID),22,Person Re-ID,28,0.9219736456871033
Fast R-CNN,34,Faster R-CNN,35,0.9073317646980286
Nodes: pose estimation<==>Pose Estimation
The process of identifying the pose of a person in an image or video.,0,The task of identifying the pose of a person in an image or video.,0,0.9501835107803345
The process of identifying the pose of a person in an image or video.,1,The task of identifying the pose of a person in an image or video.,0,0.9501835107803345
The process of identifying the pose of a person in an image or video.,2,The task of identifying the pose of a person in an image or video.,0,0.9501835107803345
The process of identifying the pose of a person in an image or video.,3,The task of identifying the pose of a person in an image or video.,0,0.9501835107803345
The process of identifying the pose of a person in an image or video.,4,The task of identifying the pose of a person in an image or video.,0,0.9501835107803345
The process of identifying the pose of a person in an image or video.,5,The task of identifying the pose of a person in an image or video.,0,0.9501835107803345
The process of identifying the pose of a person in an image or video.,6,The task of identifying the pose of a person in an image or video.,0,0.9501835107803345
The process of identifying the pose of a person in an image or video.,7,The task of identifying the pose of a person in an image or video.,0,0.9501835107803345
The process of identifying the pose of a person in an image or video.,8,The task of identifying the pose of a person in an image or video.,0,0.9501835107803345
Nodes: human detection<==>Human Detection
The process of identifying and locating humans in an image or video.,0,The task of identifying and locating humans in an image or video.,0,0.9549068212509155
The process of identifying and locating humans in an image or video.,0,The task of identifying and locating human figures within an image or video.,1,0.8943013548851013
The process of identifying and locating humans in an image or video.,1,The task of identifying and locating humans in an image or video.,0,0.9549068212509155
The process of identifying and locating humans in an image or video.,1,The task of identifying and locating human figures within an image or video.,1,0.8943013548851013
The process of identifying and locating humans in an image or video.,2,The task of identifying and locating humans in an image or video.,0,0.9549068212509155
The process of identifying and locating humans in an image or video.,2,The task of identifying and locating human figures within an image or video.,1,0.8943013548851013
The process of identifying and locating humans in an image or video.,3,The task of identifying and locating humans in an image or video.,0,0.9549068212509155
The process of identifying and locating humans in an image or video.,3,The task of identifying and locating human figures within an image or video.,1,0.8943013548851013
The process of identifying and locating humans in an image or video.,4,The task of identifying and locating humans in an image or video.,0,0.9549068212509155
The process of identifying and locating humans in an image or video.,4,The task of identifying and locating human figures within an image or video.,1,0.8943013548851013
The process of identifying and locating humans in an image or video.,5,The task of identifying and locating humans in an image or video.,0,0.9549068212509155
The process of identifying and locating humans in an image or video.,5,The task of identifying and locating human figures within an image or video.,1,0.8943013548851013
The process of identifying and locating humans in an image or video.,6,The task of identifying and locating humans in an image or video.,0,0.9549068212509155
The process of identifying and locating humans in an image or video.,6,The task of identifying and locating human figures within an image or video.,1,0.8943013548851013
The process of identifying and locating humans in an image or video.,7,The task of identifying and locating humans in an image or video.,0,0.9549068212509155
The process of identifying and locating humans in an image or video.,7,The task of identifying and locating human figures within an image or video.,1,0.8943013548851013
The process of identifying and locating humans in an image or video.,8,The task of identifying and locating humans in an image or video.,0,0.9549068212509155
The process of identifying and locating humans in an image or video.,8,The task of identifying and locating human figures within an image or video.,1,0.8943013548851013
Nodes: human detection<==>Human detection
The process of identifying and locating humans in an image or video.,0,The task of identifying and locating human figures within an image or video frame.,0,0.8862874507904053
The process of identifying and locating humans in an image or video.,0,The task of identifying and locating human figures within an image or video frame.,1,0.8862874507904053
The process of identifying and locating humans in an image or video.,1,The task of identifying and locating human figures within an image or video frame.,0,0.8862874507904053
The process of identifying and locating humans in an image or video.,1,The task of identifying and locating human figures within an image or video frame.,1,0.8862874507904053
The process of identifying and locating humans in an image or video.,2,The task of identifying and locating human figures within an image or video frame.,0,0.8862874507904053
The process of identifying and locating humans in an image or video.,2,The task of identifying and locating human figures within an image or video frame.,1,0.8862874507904053
The process of identifying and locating humans in an image or video.,3,The task of identifying and locating human figures within an image or video frame.,0,0.8862874507904053
The process of identifying and locating humans in an image or video.,3,The task of identifying and locating human figures within an image or video frame.,1,0.8862874507904053
The process of identifying and locating humans in an image or video.,4,The task of identifying and locating human figures within an image or video frame.,0,0.8862874507904053
The process of identifying and locating humans in an image or video.,4,The task of identifying and locating human figures within an image or video frame.,1,0.8862874507904053
The process of identifying and locating humans in an image or video.,5,The task of identifying and locating human figures within an image or video frame.,0,0.8862874507904053
The process of identifying and locating humans in an image or video.,5,The task of identifying and locating human figures within an image or video frame.,1,0.8862874507904053
The process of identifying and locating humans in an image or video.,6,The task of identifying and locating human figures within an image or video frame.,0,0.8862874507904053
The process of identifying and locating humans in an image or video.,6,The task of identifying and locating human figures within an image or video frame.,1,0.8862874507904053
The process of identifying and locating humans in an image or video.,7,The task of identifying and locating human figures within an image or video frame.,0,0.8862874507904053
The process of identifying and locating humans in an image or video.,7,The task of identifying and locating human figures within an image or video frame.,1,0.8862874507904053
The process of identifying and locating humans in an image or video.,8,The task of identifying and locating human figures within an image or video frame.,0,0.8862874507904053
The process of identifying and locating humans in an image or video.,8,The task of identifying and locating human figures within an image or video frame.,1,0.8862874507904053
Nodes: person Re-identification (Re-ID)<==>Person Re-identification (Re-ID)
The task of re-identifying a specific person across different camera views or time instances.,0,The task of identifying a specific person across different camera views or time instances.,0,0.9680522084236145
The task of re-identifying a specific person across different camera views or time instances.,0,Task of identifying a person across different camera views or time instances.,2,0.883880615234375
The task of re-identifying a specific person across different camera views or time instances.,0,Task of identifying a person across different camera views or time instances.,4,0.883880615234375
The task of re-identifying a specific person across different camera views or time instances.,0,Task of identifying a person across different camera views or time instances.,5,0.883880615234375
The task of identifying a specific person across different camera views or time instances.,1,The task of identifying a specific person across different camera views or time instances.,0,1.0
The task of identifying a specific person across different camera views or time instances.,1,Task of identifying a person across different camera views or time instances.,2,0.931430995464325
The task of identifying a specific person across different camera views or time instances.,1,Task of identifying a person across different camera views or time instances.,4,0.931430995464325
The task of identifying a specific person across different camera views or time instances.,1,Task of identifying a person across different camera views or time instances.,5,0.931430995464325
The task of identifying a person across different camera views or time instances.,2,The task of identifying a specific person across different camera views or time instances.,0,0.9888067245483398
The task of identifying a person across different camera views or time instances.,2,Task of identifying a person across different camera views or time instances.,2,0.9332264065742493
The task of identifying a person across different camera views or time instances.,2,Task of identifying a person across different camera views or time instances.,4,0.9332264065742493
The task of identifying a person across different camera views or time instances.,2,Task of identifying a person across different camera views or time instances.,5,0.9332264065742493
The task of identifying a specific person across different camera views or time instances.,3,The task of identifying a specific person across different camera views or time instances.,0,1.0
The task of identifying a specific person across different camera views or time instances.,3,Task of identifying a person across different camera views or time instances.,2,0.931430995464325
The task of identifying a specific person across different camera views or time instances.,3,Task of identifying a person across different camera views or time instances.,4,0.931430995464325
The task of identifying a specific person across different camera views or time instances.,3,Task of identifying a person across different camera views or time instances.,5,0.931430995464325
The task of identifying a person across different camera views or time instances.,4,The task of identifying a specific person across different camera views or time instances.,0,0.9888067245483398
The task of identifying a person across different camera views or time instances.,4,Task of identifying a person across different camera views or time instances.,2,0.9332264065742493
The task of identifying a person across different camera views or time instances.,4,Task of identifying a person across different camera views or time instances.,4,0.9332264065742493
The task of identifying a person across different camera views or time instances.,4,Task of identifying a person across different camera views or time instances.,5,0.9332264065742493
The task of re-identifying a specific person across different camera views or time instances.,5,The task of identifying a specific person across different camera views or time instances.,0,0.9680522084236145
The task of re-identifying a specific person across different camera views or time instances.,5,Task of identifying a person across different camera views or time instances.,2,0.883880615234375
The task of re-identifying a specific person across different camera views or time instances.,5,Task of identifying a person across different camera views or time instances.,4,0.883880615234375
The task of re-identifying a specific person across different camera views or time instances.,5,Task of identifying a person across different camera views or time instances.,5,0.883880615234375
The task of re-identifying a specific person across different camera views or time instances.,6,The task of identifying a specific person across different camera views or time instances.,0,0.9680522084236145
