entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Human detection,0,Human Detection,22,1.0
Human detection,0,human detection,25,1.0
Pose estimation,1,Pose Estimation,23,1.0000001192092896
Pose estimation,1,pose estimation,26,1.0000001192092896
Person Re-ID (re-identification),2,Person Re-identification (Re-ID),24,0.9922584295272827
Person Re-ID (re-identification),2,person Re-ID (re-identification),27,1.0
Person Re-ID (re-identification),2,Person Re-ID,31,0.934599757194519
Scale variation problem,3,scale variation problem,28,1.0
Occlusion-aware strategy,6,occlusion-aware strategy,29,1.0
Backbone networks,8,Backbone network,46,0.917383074760437
Backbone networks,8,backbone networks,53,1.0000001192092896
Human Detection,22,human detection,25,1.0
Pose Estimation,23,pose estimation,26,1.0000001192092896
Person Re-identification (Re-ID),24,person Re-ID (re-identification),27,0.9922584295272827
Person Re-identification (Re-ID),24,Person Re-ID,31,0.9219735860824585
person Re-ID (re-identification),27,Person Re-ID,31,0.934599757194519
keypoint detection,30,Keypoint detection,34,1.0
Multi-task learning,36,multi-task learning,54,1.0
Faster R-CNN,39,Fast R-CNN,40,0.907331645488739
Backbone network,46,backbone networks,53,0.917383074760437
PoseTrack dataset,48,PoseTrack Dataset,55,1.0000001192092896
Nodes: Human detection<==>Human Detection
The process of identifying and locating humans within an image or video.,0,The task of identifying and locating human figures within an image or video frame.,0,0.8949480652809143
The process of identifying and locating humans within an image or video.,0,The task of identifying and locating human figures within an image or video frame.,1,0.8949480652809143
The process of identifying and locating humans within an image or video.,1,The task of identifying and locating human figures within an image or video frame.,0,0.8949480652809143
The process of identifying and locating humans within an image or video.,1,The task of identifying and locating human figures within an image or video frame.,1,0.8949480652809143
The process of identifying and locating human figures within an image or video.,2,The task of identifying and locating human figures within an image or video frame.,0,0.94377601146698
The process of identifying and locating human figures within an image or video.,2,The task of identifying and locating human figures within an image or video frame.,1,0.94377601146698
The process of identifying and locating human figures within an image or video.,2,The task of identifying and locating human figures within an image.,2,0.9001741409301758
Nodes: Human detection<==>human detection
The process of identifying and locating humans within an image or video.,0,The process of identifying and locating humans within an image or video.,0,1.0
The process of identifying and locating humans within an image or video.,0,The process of identifying and locating humans within an image or video.,1,1.0
The process of identifying and locating humans within an image or video.,1,The process of identifying and locating humans within an image or video.,0,1.0
The process of identifying and locating humans within an image or video.,1,The process of identifying and locating humans within an image or video.,1,1.0
The process of identifying and locating human figures within an image or video.,2,The process of identifying and locating humans within an image or video.,0,0.950252890586853
The process of identifying and locating human figures within an image or video.,2,The process of identifying and locating humans within an image or video.,1,0.950252890586853
Nodes: Pose estimation<==>Pose Estimation
"The process of identifying and locating keypoints (e.g., joints) on a human body within an image or video.",0,The task of determining the positions of key body joints (keypoints) of a person in an image or video.,0,0.8983001708984375
"The process of identifying and locating keypoints (e.g., joints) on a human body within an image or video.",0,The task of determining the spatial configuration of body joints (keypoints) in an image or video.,1,0.8738746643066406
"The process of identifying and locating keypoints (e.g., joints) on a human body within an image or video.",0,The task of determining the positions of key body joints (keypoints) of a person in an image.,2,0.8532779812812805
The process of estimating the keypoint coordinates of a human pose.,1,The task of determining the positions of key body joints (keypoints) of a person in an image.,2,0.850590169429779
"The process of identifying and locating keypoints (e.g., joints) on a human figure within an image or video.",2,The task of determining the positions of key body joints (keypoints) of a person in an image or video.,0,0.9005042910575867
"The process of identifying and locating keypoints (e.g., joints) on a human figure within an image or video.",2,The task of determining the spatial configuration of body joints (keypoints) in an image or video.,1,0.8700929880142212
"The process of identifying and locating keypoints (e.g., joints) on a human figure within an image or video.",2,The task of determining the positions of key body joints (keypoints) of a person in an image.,2,0.8631922006607056
Nodes: Pose estimation<==>pose estimation
"The process of identifying and locating keypoints (e.g., joints) on a human body within an image or video.",0,The process of estimating the pose (keypoint locations) of a person in an image or video.,0,0.8596824407577515
"The process of identifying and locating keypoints (e.g., joints) on a human body within an image or video.",0,"The process of estimating the positions of keypoints (e.g., joints) on a human body.",1,0.8775134682655334
The process of estimating the keypoint coordinates of a human pose.,1,The process of estimating the pose (keypoint locations) of a person in an image or video.,0,0.89007568359375
"The process of identifying and locating keypoints (e.g., joints) on a human figure within an image or video.",2,The process of estimating the pose (keypoint locations) of a person in an image or video.,0,0.8678706884384155
"The process of identifying and locating keypoints (e.g., joints) on a human figure within an image or video.",2,"The process of estimating the positions of keypoints (e.g., joints) on a human body.",1,0.8640351295471191
The process of estimating the pose of a human in an image.,3,The process of estimating the pose (keypoint locations) of a person in an image or video.,0,0.9027290940284729
Nodes: Person Re-ID (re-identification)<==>Person Re-identification (Re-ID)
The task of re-identifying a person across different camera views or frames.,3,The task of identifying and tracking a specific person across different camera views or video frames.,0,0.8591786026954651
Nodes: Person Re-ID (re-identification)<==>person Re-ID (re-identification)
The task of re-identifying a person across different camera views or over time.,0,The task of re-identifying a person across different camera views or frames in a video.,0,0.9149277806282043
The task of re-identifying a person across different camera views or over time.,0,The task of identifying and tracking individuals across different camera views or over time.,1,0.8630278706550598
The task of re-identifying a person across different camera views or time instances.,1,The task of re-identifying a person across different camera views or frames in a video.,0,0.9062167406082153
The task of identifying and matching individuals across different camera views or time instances.,2,The task of identifying and tracking individuals across different camera views or over time.,1,0.8858611583709717
The task of re-identifying a person across different camera views or frames.,3,The task of re-identifying a person across different camera views or frames in a video.,0,0.9540432691574097
Nodes: Person Re-ID (re-identification)<==>Person Re-ID
The task of re-identifying a person across different camera views or over time.,0,The task of re-identifying individuals across different camera views or video frames.,0,0.9465399980545044
The task of re-identifying a person across different camera views or over time.,0,The task of re-identifying a specific person across different camera views or within a video sequence.,1,0.9437557458877563
The task of re-identifying a person across different camera views or time instances.,1,The task of re-identifying individuals across different camera views or video frames.,0,0.9283267259597778
The task of re-identifying a person across different camera views or time instances.,1,The task of re-identifying a specific person across different camera views or within a video sequence.,1,0.9277468323707581
The task of identifying and matching individuals across different camera views or time instances.,2,The task of re-identifying individuals across different camera views or video frames.,0,0.9097853899002075
The task of identifying and matching individuals across different camera views or time instances.,2,The task of re-identifying a specific person across different camera views or within a video sequence.,1,0.8701450824737549
The task of re-identifying a person across different camera views or frames.,3,The task of re-identifying individuals across different camera views or video frames.,0,0.9654937982559204
The task of re-identifying a person across different camera views or frames.,3,The task of re-identifying a specific person across different camera views or within a video sequence.,1,0.9623830914497375
Nodes: Occlusion-aware strategy<==>occlusion-aware strategy
"A strategy used in the pose tracking module to infer occlusion states and improve Re-ID, based on pose information.",0,A strategy that utilizes pose information to infer occlusion states and improve Re-ID in pose tracking.,0,0.9356765151023865
"A strategy used in the pose tracking module to infer occlusion states and improve Re-ID, based on pose information.",0,"A strategy used for pose tracking, leveraging pose information to infer occlusion states and improve Re-ID.",1,0.957257091999054
A strategy that utilizes pose information from the MTN to infer occlusion states and improve person Re-ID during pose tracking.,1,A strategy that utilizes pose information to infer occlusion states and improve Re-ID in pose tracking.,0,0.8570528030395508
A strategy that utilizes pose information from the MTN to infer occlusion states and improve person Re-ID during pose tracking.,1,"A strategy used for pose tracking, leveraging pose information to infer occlusion states and improve Re-ID.",1,0.8652828931808472
A strategy that uses pose information to infer occlusion states and improve Re-ID.,2,A strategy that utilizes pose information to infer occlusion states and improve Re-ID in pose tracking.,0,0.8764345645904541
A strategy that uses pose information to infer occlusion states and improve Re-ID.,2,"A strategy used for pose tracking, leveraging pose information to infer occlusion states and improve Re-ID.",1,0.8971834182739258
A strategy used for pose tracking that infers occlusion states using pose information to improve Re-ID.,3,A strategy that utilizes pose information to infer occlusion states and improve Re-ID in pose tracking.,0,0.9595863819122314
A strategy used for pose tracking that infers occlusion states using pose information to improve Re-ID.,3,"A strategy used for pose tracking, leveraging pose information to infer occlusion states and improve Re-ID.",1,0.9708526730537415
Nodes: Backbone networks<==>backbone networks
"The base network architectures used in the FastPose framework, such as ResNet and MobileNet-v2.",0,"The base network architectures used in FastPose, such as ResNet and MobileNet-v2.",0,0.9797271490097046
"The foundational network architectures used in FastPose, including ResNet and MobileNet-v2.",1,"The base network architectures used in FastPose, such as ResNet and MobileNet-v2.",0,0.9728632569313049
Nodes: Human Detection<==>human detection
The task of identifying and locating human figures within an image or video frame.,0,The process of identifying and locating humans within an image or video.,0,0.8949480652809143
The task of identifying and locating human figures within an image or video frame.,0,The process of identifying and locating humans within an image or video.,1,0.8949480652809143
The task of identifying and locating human figures within an image or video frame.,1,The process of identifying and locating humans within an image or video.,0,0.8949480652809143
The task of identifying and locating human figures within an image or video frame.,1,The process of identifying and locating humans within an image or video.,1,0.8949480652809143
Nodes: Pose Estimation<==>pose estimation
The task of determining the positions of key body joints (keypoints) of a person in an image or video.,0,The process of estimating the pose (keypoint locations) of a person in an image or video.,0,0.8624927997589111
Nodes: Person Re-identification (Re-ID)<==>person Re-ID (re-identification)
The task of identifying and tracking a specific person across different camera views or video frames.,0,The task of re-identifying a person across different camera views or frames in a video.,0,0.8762065172195435
The task of identifying and tracking a specific person across different camera views or video frames.,0,The task of identifying and tracking individuals across different camera views or over time.,1,0.9293975830078125
Nodes: Person Re-identification (Re-ID)<==>Person Re-ID
The task of identifying and tracking a specific person across different camera views or video frames.,0,The task of re-identifying individuals across different camera views or video frames.,0,0.8664126396179199
The task of identifying and tracking a specific person across different camera views or video frames.,0,The task of re-identifying a specific person across different camera views or within a video sequence.,1,0.8833307027816772
Nodes: person Re-ID (re-identification)<==>Person Re-ID
The task of re-identifying a person across different camera views or frames in a video.,0,The task of re-identifying individuals across different camera views or video frames.,0,0.9561792612075806
The task of re-identifying a person across different camera views or frames in a video.,0,The task of re-identifying a specific person across different camera views or within a video sequence.,1,0.9784727692604065
The task of identifying and tracking individuals across different camera views or over time.,1,The task of re-identifying individuals across different camera views or video frames.,0,0.8508092761039734
Nodes: keypoint detection<==>Keypoint detection
The process of identifying and locating specific points (keypoints) on a human body.,0,The process of identifying and locating specific points (keypoints) on a human body.,0,1.0
The process of identifying and locating specific points (keypoints) on a human body.,0,"The process of locating specific points (keypoints) on a human body, crucial for pose estimation.",1,0.9456939101219177
The process of identifying and locating specific points (keypoints) on a human body.,0,The process of detecting keypoints on a human body.,2,0.9241478443145752
The process of identifying and locating specific points (keypoints) on a human body.,1,The process of identifying and locating specific points (keypoints) on a human body.,0,1.0
The process of identifying and locating specific points (keypoints) on a human body.,1,"The process of locating specific points (keypoints) on a human body, crucial for pose estimation.",1,0.9456939101219177
The process of identifying and locating specific points (keypoints) on a human body.,1,The process of detecting keypoints on a human body.,2,0.9241478443145752
Nodes: Multi-task learning<==>multi-task learning
A machine learning approach where a single model is trained to perform multiple tasks simultaneously.,0,A machine learning approach where a single model is trained to perform multiple tasks simultaneously.,0,1.0
Nodes: Faster R-CNN<==>Fast R-CNN
A method that jointly predicts the class and the coordinates of objects in an image.,0,A method that jointly predicts the class and the coordinates of objects in an image.,0,1.0000001192092896
Nodes: PoseTrack dataset<==>PoseTrack Dataset
A dataset used for training and evaluating pose estimation and tracking.,0,A dataset used for evaluating pose estimation and tracking methods.,1,0.9412667155265808
A dataset used for training and evaluating pose estimation and tracking.,0,A dataset used for evaluating pose estimation and tracking methods.,2,0.9412667155265808
