entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
object classes,4,Object Classes,12,1.0000001192092896
object classes,4,Object classes,23,1.0000001192092896
pixelwise annotation,6,Pixelwise annotation,51,1.0
ground-truth segmentation,7,Ground truth segmentation,44,0.9690520167350769
Few-shot segmentation models,11,few-shot image segmentation,30,0.9016835689544678
Few-shot segmentation models,11,Few-shot image segmentation,35,0.9016835689544678
Few-shot segmentation models,11,few-shot segmentation,49,0.9427839517593384
Few-shot segmentation models,11,Few-shot segmentation,72,0.9427839517593384
Few-shot segmentation models,11,Few-shot segmentation model,99,0.9608989953994751
Object Classes,12,Object classes,23,1.0000001192092896
Images,13,images,17,1.0000001192092896
Pre-trained weights,21,pre-trained weights,98,1.0000001192092896
Few-Shot Learning,22,few-shot learning,27,1.0000001192092896
Few-Shot Learning,22,few-shot learning datasets,39,0.8816671967506409
Few-Shot Learning,22,Few-shot learning,41,1.0000001192092896
Few-Shot Learning,22,few-shot learning models,69,0.9431504011154175
Few-Shot Learning,22,Few-shot learning models,81,0.9431504011154175
Semantic Segmentation,26,semantic segmentation,28,1.0
Semantic Segmentation,26,Semantic segmentation,43,1.0
few-shot learning,27,few-shot learning datasets,39,0.8816671967506409
few-shot learning,27,Few-shot learning,41,1.0000001192092896
few-shot learning,27,few-shot learning models,69,0.9431504011154175
few-shot learning,27,Few-shot learning models,81,0.9431504011154175
semantic segmentation,28,Semantic segmentation,43,1.0
segmentation annotations,29,segmentation annotation,40,0.980635941028595
segmentation annotations,29,Segmentation Annotation,52,0.980635941028595
segmentation annotations,29,Segmentation annotation,91,0.980635941028595
few-shot image segmentation,30,Few-shot image segmentation,35,1.0000001192092896
few-shot image segmentation,30,few-shot segmentation,49,0.9538876414299011
few-shot image segmentation,30,Few-shot segmentation,72,0.9538876414299011
few-shot image segmentation,30,Few-shot segmentation model,99,0.8875755667686462
Few-shot image segmentation,35,few-shot segmentation,49,0.9538876414299011
Few-shot image segmentation,35,Few-shot segmentation,72,0.9538876414299011
Few-shot image segmentation,35,Few-shot segmentation model,99,0.8875755667686462
instance segmentation,38,Instance segmentation,53,1.0
few-shot learning datasets,39,Few-shot learning,41,0.8816671967506409
few-shot learning datasets,39,few-shot learning models,69,0.8972459435462952
few-shot learning datasets,39,Few-shot learning models,81,0.8972459435462952
segmentation annotation,40,Segmentation Annotation,52,1.0000001192092896
