entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Concurrent activity recognition,0,Concurrent Activity Recognition,14,0.9999998211860657
Feature-to-activity attention,4,Feature-to-Activity Attention,15,1.0
Tri-axial self-attention encoder-decoder,5,Tri-axial Self-Attention Encoder-Decoder,16,1.0
Hockey dataset,6,Hockey Dataset,23,1.000000238418579
Nodes: Concurrent activity recognition<==>Concurrent Activity Recognition
The task of identifying multiple activities happening simultaneously in a video.,0,The objective of identifying multiple activities happening simultaneously within a video.,0,0.9392222166061401
The task of identifying multiple activities happening simultaneously in a video.,0,The objective of identifying multiple activities happening simultaneously within a video.,1,0.9392222166061401
"The primary focus of the research, involving the identification of multiple activities happening simultaneously in videos.",1,The objective of identifying multiple activities happening simultaneously within a video.,0,0.900776207447052
"The primary focus of the research, involving the identification of multiple activities happening simultaneously in videos.",1,The objective of identifying multiple activities happening simultaneously within a video.,1,0.900776207447052
Nodes: Tri-axial self-attention encoder-decoder<==>Tri-axial Self-Attention Encoder-Decoder
"A model architecture used for multi-label prediction, designed to capture relationships between activities.",0,"A model used for multi-label prediction, designed to capture associations between activities.",0,0.9607139825820923
