entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Image object classification,0,image classification,38,0.9118975400924683
Image object classification,0,Image classification,68,0.9118974804878235
Object detection,6,Object Detection,31,1.0000001192092896
Object detection,6,object detection,37,1.0000001192092896
Fast R-CNN,13,Faster R-CNN,15,0.9073314070701599
Region Proposal Network (RPN),16,Region Proposal Network,75,0.8885174989700317
CONV3_3,28,CONV5_3,29,0.8882864713668823
CONV3_3,28,Conv5_3,43,0.8882864713668823
CONV3_3,28,conv4_3,73,0.9229941368103027
CONV3_3,28,conv5_3,74,0.8882864713668823
CONV5_3,29,Conv5_3,43,1.0000001192092896
CONV5_3,29,conv4_3,73,0.9089334011077881
CONV5_3,29,conv5_3,74,1.0000001192092896
Object Detection,31,object detection,37,1.0000001192092896
image classification,38,Image classification,68,1.0
Conv1,42,conv4_3,73,0.8872796297073364
Conv5_3,43,conv4_3,73,0.9089334011077881
Conv5_3,43,conv5_3,74,1.0000001192092896
Convolution layers,51,Convolutional layers,61,0.9033300876617432
Convolution layers,51,Convolutional Layers,63,0.9033300876617432
1x1 Convolution,54,1x1 Convolutions,58,0.9428244829177856
Convolutional Layers in AlexNet,55,AlexNet Convolutional Layers,57,0.9575852155685425
Convolutional layers,61,Convolutional Layers,63,1.0
Nodes: Object detection<==>Object Detection
The task of identifying and locating objects within images.,0,The task of identifying and locating objects within an image or video.,0,0.9310457706451416
The task of identifying and locating objects within an image.,1,The task of identifying and locating objects within an image or video.,0,0.9490116834640503
The task of identifying and locating objects within an image or video.,2,The task of identifying and locating objects within an image or video.,0,1.0
The task of identifying and locating objects within an image.,4,The task of identifying and locating objects within an image or video.,0,0.9490116834640503
The general task of identifying and locating objects within images.,5,The task of identifying and locating objects within an image or video.,0,0.9230611324310303
Nodes: Object detection<==>object detection
The task of identifying and locating objects within images.,0,The task of identifying and locating objects within an image or video.,0,0.931045651435852
The task of identifying and locating objects within an image.,1,The task of identifying and locating objects within an image or video.,0,0.9490116834640503
The task of identifying and locating objects within an image or video.,2,The task of identifying and locating objects within an image or video.,0,1.0
The task of identifying and locating objects within an image.,4,The task of identifying and locating objects within an image or video.,0,0.9490116834640503
The general task of identifying and locating objects within images.,5,The task of identifying and locating objects within an image or video.,0,0.9230611324310303
Nodes: Object Detection<==>object detection
The task of identifying and locating objects within an image or video.,0,The task of identifying and locating objects within an image or video.,0,1.0000001192092896
