entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Sentiment Analysis,0,Sentiment analysis,29,1.0
Sentiment Analysis,0,sentiment analysis,69,1.0
Financial PhraseBank,1,Financial Phrasebank,90,1.0000001192092896
Financial Domain,5,Financial domain,44,1.0000001192092896
NLP (Natural Language Processing),9,Natural language processing (NLP),45,0.9430362582206726
Transfer Learning,10,Transfer learning,39,0.9999999403953552
Transfer Learning,10,transfer learning,71,0.9999999403953552
Discriminative Fine-tuning,12,Discriminative fine-tuning,36,0.9999999403953552
Slanted Triangular Learning Rates,13,Slanted triangular learning rates,37,0.9999999403953552
Gradual Unfreezing,14,Gradual unfreezing,38,0.9999999403953552
Gradual Unfreezing,14,Gradual Unfreezing (GU),92,0.8853999376296997
Catastrophic Forgetting,24,Catastrophic forgetting,65,1.0000001192092896
Sentiment analysis,29,sentiment analysis,69,1.0
Text classification,30,Text Classification,46,0.9999998807907104
GloVe,33,GLoVe,43,1.000000238418579
Gradual unfreezing,38,Gradual Unfreezing (GU),92,0.8853999376296997
Transfer learning,39,transfer learning,71,0.9999999403953552
Financial PhraseBank dataset,68,Financial PhraseBank dataset classification task,84,0.8805328011512756
Slanted Triangular Learning Rate (STL),91,Slanted triangular learning rate (STL),95,1.0
Classification Task,98,Classification task,100,1.0
Nodes: Sentiment Analysis<==>Sentiment analysis
"The process of determining the emotional tone or attitude expressed within a text, particularly in the context of financial news.",3,"The process of determining the emotional tone or attitude expressed in a piece of text, specifically applied to financial news.",0,0.9932729005813599
Nodes: Sentiment Analysis<==>sentiment analysis
The core NLP task that FinBERT is designed to perform on financial text.,4,"The core NLP task that FinBERT is designed for, aiming to predict the sentiment of financial text.",0,0.8516095876693726
Nodes: NLP (Natural Language Processing)<==>Natural language processing (NLP)
The field of computer science concerned with giving computers the ability to understand text and spoken words in a human-like manner.,0,A field of computer science and artificial intelligence concerned with giving computers the ability to understand text and spoken words in much the same way human beings can.,0,0.9556657075881958
Nodes: Discriminative Fine-tuning<==>Discriminative fine-tuning
"A technique used to optimize FinBERT's performance, likely involving adjusting learning rates for different layers of the model.",0,"A technique used to optimize FinBERT's performance, where different layers of the model are fine-tuned with different learning rates.",2,0.896092414855957
"A technique used in ULMFit to fine-tune a pre-trained language model, allowing for efficient adaptation to downstream tasks.",1,A technique used in ULMFit to fine-tune a pre-trained language model for downstream tasks.,0,0.9694591760635376
Nodes: Gradual Unfreezing<==>Gradual unfreezing
"A technique used in ULMFit to fine-tune a pre-trained language model, allowing for efficient adaptation to downstream tasks.",1,A technique used in ULMFit to fine-tune a pre-trained language model for downstream tasks.,0,0.9694592952728271
Nodes: Catastrophic Forgetting<==>Catastrophic forgetting
The tendency of a neural network to rapidly forget previously learned information when learning new information.,0,The tendency of a neural network to rapidly forget previously learned information when learning new information.,0,1.0000001192092896
The tendency of a neural network to rapidly forget previously learned information upon learning new information.,2,The tendency of a neural network to rapidly forget previously learned information when learning new information.,0,0.9968083500862122
