entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Transformer distillation,1,Transformer-layer distillation (No Trm),131,0.8847476840019226
Transformer distillation,1,Transformer-layer distillation,136,0.9141108393669128
Transformer distillation,1,Transformer-based distillation,140,0.9511080384254456
Transformer distillation,1,Transformer-layer Distillation,142,0.9141108393669128
Knowledge distillation (KD),2,Knowledge Distillation (KD),22,1.0000001192092896
Knowledge distillation (KD),2,Knowledge Distillation,54,0.9177775979042053
Knowledge distillation (KD),2,KNOWLEDGE DISTILLATION METHOD,75,0.9196050763130188
Knowledge distillation (KD),2,Knowledge distillation,137,0.9177775979042053
Pre-trained language models (PLMs),7,Pre-trained language models,151,0.8962125182151794
Pre-training,12,Pre-training stage,43,0.8891327381134033
Multi-hop reasoning task,14,multi-hop reasoning task,16,1.0000001192092896
Knowledge Distillation (KD),22,Knowledge Distillation,54,0.9177775979042053
Knowledge Distillation (KD),22,KNOWLEDGE DISTILLATION METHOD,75,0.9196050763130188
Knowledge Distillation (KD),22,Knowledge distillation,137,0.9177775979042053
Embedding layer output,23,Embedding Layer Output,36,1.0
Hidden states,24,Hidden States,37,1.0000001192092896
Attention matrices,25,Attention Matrices,38,0.9999999403953552
Attention matrices,25,Attention matrix,61,0.9457842111587524
Logits output,26,Logits Output,39,1.0
BERT-PKD,32,BERT - PKD,160,1.0
Attention Matrices,38,Attention matrix,61,0.9457842111587524
Data augmentation,45,Data Augmentation Technique,50,0.8922151327133179
Data augmentation,45,Data Augmentation Techniques,51,0.8879731893539429
Data augmentation,45,Data Augmentation (DA),130,0.9258517622947693
Data Augmentation Technique,50,Data Augmentation Techniques,51,0.9416714310646057
Data Augmentation Technique,50,Data Augmentation (DA),130,0.8887054920196533
Data Augmentation Techniques,51,Data Augmentation (DA),130,0.881371259689331
GLUE tasks,52,GLUE Tasks,106,1.0
Knowledge Distillation,54,KNOWLEDGE DISTILLATION METHOD,75,0.9356393814086914
Knowledge Distillation,54,Knowledge distillation,137,0.9999999403953552
Multi-Head Attention (MHA),55,Multi-Head Attention (MHA) layer,64,0.8952065706253052
Feed-Forward Network (FFN),56,Feed-forward network (FFN),65,0.9999999403953552
Embedding-layer distillation,62,Embedding - layer distillation,72,1.0
Embedding-layer distillation,62,embedding-layer distillation (No Emb),132,0.9191830158233643
Prediction-layer distillation,63,Prediction - layer distillation,73,1.0
Prediction-layer distillation,63,prediction-layer distillation (No Pred),133,0.9583494663238525
Prediction-layer distillation,63,Prediction layer distillation,161,0.9547896385192871
Transformer layers,71,Transformer layer,121,0.9557356834411621
Embedding - layer distillation,72,embedding-layer distillation (No Emb),132,0.9191829562187195
Prediction - layer distillation,73,prediction-layer distillation (No Pred),133,0.958349347114563
Prediction - layer distillation,73,Prediction layer distillation,161,0.9547896385192871
KNOWLEDGE DISTILLATION METHOD,75,Knowledge distillation,137,0.9356393814086914
Task-specific distillation,76,Task-Specific Distillation,98,1.0
Task-specific distillation,76,Task-specific Distillation (TD),128,0.9535990953445435
Task-specific distillation,76,Task-specific Distillation,154,1.0
Downstream Tasks,87,Downstream tasks,105,1.0
Task-Specific Distillation,98,Task-specific Distillation (TD),128,0.9535990953445435
Task-Specific Distillation,98,Task-specific Distillation,154,1.0
General Distillation,99,General Distillation (GD),129,0.8972368240356445
General Distillation,99,Distillation,149,0.8848917484283447
Student model,123,Student Model,156,1.000000238418579
Task-specific Distillation (TD),128,Task-specific Distillation,154,0.9535990953445435
Transformer-layer distillation (No Trm),131,Transformer-layer distillation,136,0.9542004466056824
Transformer-layer distillation (No Trm),131,Transformer-based distillation,140,0.8979322910308838
Transformer-layer distillation (No Trm),131,Transformer-layer Distillation,142,0.9542004466056824
prediction-layer distillation (No Pred),133,Prediction layer distillation,161,0.9189473390579224
Transformer-layer distillation,136,Transformer-based distillation,140,0.9107003211975098
Transformer-layer distillation,136,Transformer-layer Distillation,142,1.0
Two-stage framework,138,Two-stage Framework,143,1.0
Question answering tasks,139,Question Answering Tasks,144,1.0
Transformer-based distillation,140,Transformer-layer Distillation,142,0.9107003211975098
Batch size,163,Batch Size,165,1.0000001192092896
Learning rate,164,Learning Rate,166,0.9999998211860657
Nodes: Knowledge distillation (KD)<==>Knowledge Distillation (KD)
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A method to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,0.9008153676986694
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",1,1.0000001192092896
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,A method used to transfer knowledge from a larger model (teacher) to a smaller model (student).,2,0.9302713871002197
Nodes: Knowledge distillation (KD)<==>Knowledge distillation
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",0,A technique used to transfer knowledge from a larger model to a smaller one.,1,0.8563958406448364
Nodes: Multi-hop reasoning task<==>multi-hop reasoning task
A complex NLP task that requires reasoning across multiple pieces of information or steps.,0,A challenging natural language processing task where models must perform reasoning across multiple steps or pieces of information.,0,0.8679918050765991
Nodes: Knowledge Distillation (KD)<==>Knowledge distillation
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, more efficient model (student).",1,A technique used to transfer knowledge from a larger model to a smaller one.,1,0.856395959854126
A method used to transfer knowledge from a larger model (teacher) to a smaller model (student).,2,A technique used to transfer knowledge from a larger model to a smaller one.,1,0.8685601353645325
Nodes: Embedding layer output<==>Embedding Layer Output
