entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
NLP (Natural Language Processing),2,natural language processing (NLP),39,0.9430360794067383
Sentiment Analysis,3,Sentiment analysis,122,1.0
Financial PhraseBank,4,Financial Phrasebank,123,1.0000001192092896
Pre-training on financial corpus,14,Further Pre-training on Financial Corpus,21,0.981896162033081
Training strategies to prevent catastrophic forgetting,15,Training Strategies to Prevent Catastrophic Forgetting,22,1.0
Fine-tuning a small subset of model layers,16,Fine-tuning Only a Small Subset of Model Layers,23,0.9779750108718872
Text classification,17,Text Classification,36,1.0
Text classification,17,text classification,37,1.0
GloVe,26,GLoVe,40,0.9999999403953552
GloVe,26,GLoVE,47,1.0000001192092896
discriminative fine-tuning,30,Discriminative fine-tuning,63,1.000000238418579
discriminative fine-tuning,30,Discriminative Fine-tuning,69,1.000000238418579
discriminative fine-tuning,30,discriminative finetuning,130,0.8925541639328003
slanted triangular learning rates,31,Slanted triangular learning rates,62,0.9999999403953552
slanted triangular learning rates,31,Slanted Triangular Learning Rates,68,0.9999999403953552
Text Classification,36,text classification,37,1.0
GLoVe,40,GLoVE,47,1.0000001192092896
Question Answering,41,question answering,133,0.9999998807907104
classification,46,Classification,100,1.0000001192092896
next sentence prediction,54,Next sentence prediction,59,1.0
Slanted triangular learning rates,62,Slanted Triangular Learning Rates,68,0.9999999403953552
Discriminative fine-tuning,63,Discriminative Fine-tuning,69,1.000000238418579
Discriminative fine-tuning,63,discriminative finetuning,130,0.8925541639328003
Gradual unfreezing,64,Gradual Unfreezing,70,0.9999998807907104
Gradual unfreezing,64,Gradual unfreezing (GU),125,0.8853999376296997
Discriminative Fine-tuning,69,discriminative finetuning,130,0.8925541639328003
Gradual Unfreezing,70,Gradual unfreezing (GU),125,0.8853999376296997
classification task,85,Classification Task,136,1.0000001192092896
classification task,85,Classification task,137,1.0000001192092896
accuracy,87,Accuracy,98,1.0
Slanted triangular learning rate (STL),124,slanted triangular learning rate (STL),128,0.9999998807907104
named entity recognition,132,Named Entity Recognition,135,1.0
Classification Task,136,Classification task,137,1.0000001192092896
Nodes: Sentiment Analysis<==>Sentiment analysis
"The process of computationally identifying and categorizing opinions expressed in a piece of text, particularly in financial contexts.",0,"The task of identifying and categorizing opinions expressed in a piece of text, often used in the financial domain.",0,0.9312605857849121
Nodes: Financial PhraseBank<==>Financial Phrasebank
A dataset created by Malo et al. (2014) used for sentiment analysis in the financial domain.,0,A dataset used for sentiment analysis in the financial domain.,0,0.9251852035522461
A dataset used for financial sentiment analysis.,1,A dataset used for sentiment analysis in the financial domain.,0,0.9746309518814087
Nodes: Text Classification<==>text classification
The task of categorizing text into predefined classes or categories.,0,The task of categorizing text into predefined classes or categories.,0,1.0
"The task of categorizing text into predefined classes, such as the SST-5 task.",1,The task of categorizing text into predefined classes or categories.,0,0.8935061693191528
Nodes: Classification Task<==>Classification task
The specific classification task that ULMFit was used for.,0,The specific type of classification task that ULMFit was used for.,0,0.9907445907592773
