entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Sparsity,3,sparsity,86,1.0000001192092896
Data centers,5,Data Center Servers,28,0.9061625599861145
Fully connected layers,7,fully connected layers,61,1.0000001192092896
Fully connected layers,7,Fully Connected Layers,99,1.0000001192092896
Image recognition,11,Image Recognition,22,1.0000001192092896
Video analytics,12,Video Analytics,23,1.0
Autonomous driving,13,Autonomous Driving,24,1.0
Model size,15,model size,63,1.0
Classification speed,16,CLASSIFICATION SPEED,37,1.000000238418579
Classification speed,16,classification speed,62,1.0
Classification speed,16,Classification Speed,109,1.0
Accuracy,17,accuracy,83,1.0000001192092896
Mobile clients,19,Mobile Clients,27,1.0
Pruning CNNs,20,CNN Pruning,25,0.9417586922645569
Sparse CNN,29,sparse CNNs,102,0.9367862939834595
Convolution layers,30,convolution layers,60,1.0000001192092896
Convolution layers,30,Convolutional Layers,98,0.9033301472663879
Sparse convolution,33,SPARSE CONVOLUTION,39,1.0000001192092896
Sparse convolution,33,sparse convolution,58,1.0000001192092896
Arithmetic intensity,34,ARITHMETIC INTENSITY,38,1.0000001192092896
Arithmetic intensity,34,arithmetic intensity,64,1.0000001192092896
Data transfers,35,DATA TRANSFERS,40,0.9999998807907104
Data transfers,35,ADDITIONAL DATA TRANSFERS,45,0.8948742151260376
CLASSIFICATION SPEED,37,classification speed,62,1.0
CLASSIFICATION SPEED,37,Classification Speed,109,1.0
ARITHMETIC INTENSITY,38,arithmetic intensity,64,1.0000001192092896
SPARSE CONVOLUTION,39,sparse convolution,58,1.0000001192092896
DATA TRANSFERS,40,ADDITIONAL DATA TRANSFERS,45,0.8948742151260376
Classification throughput,50,Classification Throughput,52,1.0000001192092896
direct sparse convolution algorithm,59,Direct Sparse Convolution,72,0.9298474192619324
convolution layers,60,Convolutional Layers,98,0.9033301472663879
fully connected layers,61,Fully Connected Layers,99,1.0000001192092896
classification speed,62,Classification Speed,109,1.0
dense convolution,66,Dense convolution,74,1.000000238418579
Sparse Methods,68,SPARSE METHODS,71,0.9999999403953552
Nodes: Fully connected layers<==>fully connected layers
Layers in a neural network where each neuron is connected to all neurons in the previous layer.,0,Layers in a neural network where each neuron is connected to all neurons in the previous layer.,0,1.0000001192092896
Nodes: Classification speed<==>CLASSIFICATION SPEED
"The speed at which a CNN can classify inputs, a key performance metric.",1,"The speed at which a CNN can classify input data, a key performance metric.",0,0.9815448522567749
Nodes: Classification speed<==>classification speed
The rate at which a model can classify data.,0,The speed at which a model can classify data.,0,0.9621021747589111
The rate at which a model can classify data.,0,The speed at which a model can classify images.,1,0.8582006096839905
The speed at which a model can classify images.,2,The speed at which a model can classify data.,0,0.9083138108253479
The speed at which a model can classify images.,2,The speed at which a model can classify images.,1,1.0000001192092896
Nodes: Convolution layers<==>convolution layers
Layers within a CNN that perform convolution operations.,1,Layers within a CNN that perform convolutional operations.,0,0.9797022342681885
Layers within a CNN that perform convolution operations.,1,Layers in a CNN that perform convolution operations.,1,0.9825164675712585
Layers within a CNN that perform convolution operations.,1,Layers within a CNN that perform convolutional operations.,2,0.9797022342681885
Nodes: Arithmetic intensity<==>ARITHMETIC INTENSITY
"A measure of the ratio of computation to data movement, relevant to the efficiency of sparse convolution.",0,"The ratio of computation to data movement in a sparse convolution, impacting efficiency. Lower arithmetic intensity leads to higher overhead.",0,0.8564639091491699
Nodes: Data transfers<==>DATA TRANSFERS
"The movement of data between memory and processing units, which can introduce overhead in sparse convolution.",0,"The movement of data between memory locations, which can be a bottleneck in sparse convolution due to lower arithmetic intensity.",0,0.949468731880188
