entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Faster R-CNN,5,Fast R-CNN,12,0.9073318243026733
Intersection over Union (IoU),13,IoU (Intersection over Union),27,0.9580259919166565
Conv4_3,17,Conv5_3,18,0.9089332818984985
Conv4_3,17,conv5_3,32,0.9089332818984985
Conv4_3,17,conv4_3,33,0.9999999403953552
Conv5_3,18,conv5_3,32,1.0000001192092896
Conv5_3,18,conv4_3,33,0.9089334011077881
Conv5_3,18,conv5,40,0.9088695049285889
Fully Connected Layers,29,Fully connected layers,35,1.0000001192092896
conv5_3,32,conv4_3,33,0.9089334011077881
conv5_3,32,conv5,40,0.9088695049285889
Nodes: Conv4_3<==>Conv5_3
A convolutional layer within the VGG16 CNN architecture.,0,A convolutional layer within the VGG16 CNN architecture.,0,0.9999999403953552
Nodes: conv5_3<==>conv4_3
"A convolutional layer within the VGG16 architecture, used as a feature extractor and input to the region proposal network (RPN) and classification network in Faster R-CNN.",0,"A convolutional layer within the VGG16 architecture, used as a feature extractor and input to the region proposal network (RPN) and classification network in Faster R-CNN.",0,1.0000001192092896
"A convolutional layer within the VGG16 architecture, used as a feature extractor and input to the region proposal network (RPN) and classification network in Faster R-CNN.",0,A convolutional layer within the VGG16 architecture. The paper uses features from this layer as input to the region proposal network (RPN) and the classification network in Faster R-CNN.,1,0.9505758285522461
A convolutional layer within the VGG16 architecture. The paper uses features from this layer as input to the region proposal network (RPN) and the classification network in Faster R-CNN.,1,"A convolutional layer within the VGG16 architecture, used as a feature extractor and input to the region proposal network (RPN) and classification network in Faster R-CNN.",0,0.9505758285522461
A convolutional layer within the VGG16 architecture. The paper uses features from this layer as input to the region proposal network (RPN) and the classification network in Faster R-CNN.,1,A convolutional layer within the VGG16 architecture. The paper uses features from this layer as input to the region proposal network (RPN) and the classification network in Faster R-CNN.,1,1.0000001192092896
A convolutional layer within the VGG16 architecture. The paper uses features from this layer as input to the region proposal network (RPN) and the classification network in Faster R-CNN.,1,A convolutional layer within the VGG16 architecture. The paper investigates its use as input to the RPN and classification branches.,2,0.8676456212997437
A convolutional layer within the VGG16 architecture. The paper investigates its use as input to the RPN and classification branches.,2,A convolutional layer within the VGG16 architecture. The paper uses features from this layer as input to the region proposal network (RPN) and the classification network in Faster R-CNN.,1,0.8676456212997437
A convolutional layer within the VGG16 architecture. The paper investigates its use as input to the RPN and classification branches.,2,A convolutional layer within the VGG16 architecture. The paper investigates its use as input to the RPN and classification branches.,2,1.0
