entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Knowledge Distillation (KD),0,Knowledge Distillation,20,0.9177775382995605
Transformer distillation method,1,Transformer distillation,13,0.9674113392829895
General Distillation (GD),2,General Distillation,49,0.8972368240356445
Data Augmentation (DA),4,Data augmentation,17,0.9258517622947693
Transformer layer,18,Transformer Layer,24,1.0000001192092896
Transformer layer,18,Transformer layers,48,0.9557359218597412
Transformer Layer,24,Transformer layers,48,0.9557359218597412
Nodes: Knowledge Distillation (KD)<==>Knowledge Distillation
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, simpler model (student).",3,"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, simpler model (student).",0,1.0
"A technique for transferring knowledge from a larger, more complex model (teacher) to a smaller, simpler model (student).",5,"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, simpler model (student).",0,0.9211089611053467
"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, simpler model (student).",7,"A technique used to transfer knowledge from a larger, more complex model (teacher) to a smaller, simpler model (student).",0,1.0
Nodes: Transformer distillation method<==>Transformer distillation
"A novel method specifically designed for knowledge distillation of Transformer-based models, enabling the transfer of knowledge from a large teacher BERT to a smaller student TinyBERT.",1,"A novel distillation method specifically designed for Transformer-based models, used to transfer knowledge from teacher BERT to student TinyBERT. It involves designing loss functions to fit different representations from BERT layers.",0,0.8743243217468262
"A novel method specifically designed for knowledge distillation of Transformer-based models, enabling the transfer of knowledge from a large teacher BERT to a smaller student TinyBERT.",1,"The core method used to transfer knowledge from the teacher BERT model to the student TinyBERT model, focusing on distilling knowledge from various Transformer layers.",1,0.9102711081504822
Nodes: Transformer layer<==>Transformer layers
"A core component of the Transformer architecture, consisting of multi-head attention and feed-forward networks, used to process input sequences.",0,"The layers within the Transformer architecture from which knowledge is distilled, including Multi-Head Attention and Feed-Forward Network.",0,0.8745192289352417
"A core component of the Transformer architecture, consisting of multi-head attention and feed-forward networks, used to process input sequences.",1,"The layers within the Transformer architecture from which knowledge is distilled, including Multi-Head Attention and Feed-Forward Network.",0,0.8745192289352417
