entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Image object classification,0,Image classification,59,0.9118974804878235
Image object classification,0,Image Classification,84,0.9118974804878235
Car detection,4,Car Detection,55,1.0000001192092896
Car detection,4,car detection,91,1.0000001192092896
Object detection,6,Object Detection,50,1.0000001192092896
Fast R-CNN,10,Faster R-CNN,14,0.9073314070701599
Region Proposal Network (RPN),16,Region Proposal Network,63,0.8885174989700317
conv5_3,29,Conv 5_3,41,0.8914734721183777
conv5_3,29,conv4_3,62,0.9089334011077881
conv5_3,29,conv5,83,0.9088695645332336
image recognition,36,Image recognition,80,0.9999998807907104
Conv 5_3,41,Conv 5,75,0.903969407081604
Conv 5_3,41,Conv 4_3,76,0.9324477910995483
Convolutional Layers,51,Convolutional layers,53,1.0
Car Detection,55,car detection,91,1.0000001192092896
Image classification,59,Image Classification,84,0.9999999403953552
conv4_3,62,Conv 4_3,76,0.9001805186271667
Conv 5,75,conv5,83,0.9091476798057556
Nodes: Car detection<==>car detection
The task of identifying and locating cars within images.,0,The objective of identifying and locating cars within images.,0,0.9489820003509521
Nodes: Fast R-CNN<==>Faster R-CNN
An object detection method.,1,An algorithm for object detection.,3,0.851047933101654
Nodes: conv5_3<==>conv4_3
A layer within the VGG16 architecture.,1,A layer within the VGG16 architecture.,0,1.0
Nodes: image recognition<==>Image recognition
The task of identifying and classifying objects within images.,0,The task of identifying and classifying objects within images.,0,1.0
Nodes: Conv 5_3<==>Conv 4_3
The specific convolutional layer in the VGG16 architecture.,0,"The convolutional layer 4_3 of the VGG16 architecture, used for feature extraction and comparison with AlexNet.",0,0.8673945069313049
Nodes: conv4_3<==>Conv 4_3
A convolutional layer in the VGG16 architecture.,1,"The convolutional layer 4_3 of the VGG16 architecture, used for feature extraction and comparison with AlexNet.",0,0.8592122793197632
