entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
few-shot segmentation,0,Few-shot segmentation,22,1.0
few-shot segmentation,0,Few-shot learning/segmentation,49,0.8999255299568176
few-shot segmentation,0,Few-shot segmentation model,54,0.9188428521156311
Segmentation Annotation,8,Segmentation Annotations,17,0.980635941028595
Few-shot learning model,11,Few-Shot Learning,12,0.9171465635299683
Few-shot learning model,11,Few-shot learning,20,0.9171465635299683
Few-Shot Learning,12,Few-shot learning,20,1.0000001192092896
Few-Shot Learning,12,Few-shot learning/segmentation,49,0.8802993297576904
Few-shot learning,20,Few-shot learning/segmentation,49,0.8802993297576904
Few-shot segmentation,22,Few-shot learning/segmentation,49,0.8999255299568176
Few-shot segmentation,22,Few-shot segmentation model,54,0.9188428521156311
Instance-level segmentation,28,Instance segmentation,47,0.9354372024536133
Nodes: Few-Shot Learning<==>Few-shot learning
"An approach in machine learning where models learn from a limited number of examples, addressing the limitations of large, pre-existing datasets.",0,"A machine learning approach where models learn from a limited number of examples, which is the core concept of the paper.",0,0.8502412438392639
Nodes: Few-shot segmentation<==>Few-shot learning/segmentation
A segmentation task where models are trained with a limited number of examples.,0,An emerging approach where models are trained with a limited number of examples to perform segmentation tasks.,0,0.8598267436027527
Nodes: Instance-level segmentation<==>Instance segmentation
"A segmentation task that identifies and separates individual instances of objects within an image, providing a distinct segmentation mask for each instance.",0,A segmentation task that identifies and delineates individual instances of objects within an image.,1,0.8992703557014465
