entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Optimizing CNNs,1,Optimize CNNs,22,0.9657633304595947
Fully connected layers,3,Fully Connected Layers,24,1.0000001192092896
Convolution layers,4,Convolution Layers,25,1.0000001192092896
Direct sparse convolution algorithm,7,Direct Sparse Convolution Algorithm,36,1.0
Mobile Devices,14,Mobile devices,20,1.0
Data Centers,15,Data centers,21,1.0
Sparse Convolution,26,Sparse convolution,29,1.0000001192092896
Nodes: Optimizing CNNs<==>Optimize CNNs
"The primary objective of the paper, focusing on improving speed, reducing model size, and maintaining accuracy of CNNs.",0,"The primary objective of the paper, focusing on improving speed, reducing model size, and maintaining accuracy of CNNs.",0,1.0000001192092896
"The primary objective of the paper, focusing on improving speed, reducing model size, and maintaining accuracy of CNNs.",0,"The primary objective of the paper, focusing on improving speed, reducing model size, and maintaining accuracy of CNNs.",1,1.0000001192092896
"The primary objective of the paper, focusing on improving speed, reducing model size, and maintaining accuracy of CNNs.",0,"The primary objective of the paper, focusing on improving speed, reducing model size, and maintaining accuracy of CNNs.",2,1.0000001192092896
Nodes: Mobile Devices<==>Mobile devices
Platforms where CNNs are deployed.,0,"Platforms where CNNs are deployed, including smartphones.",0,0.8889458179473877
Nodes: Data Centers<==>Data centers
Platforms where CNNs are deployed.,0,Platforms where CNNs are deployed.,0,1.0000001192092896
