entity_1_name,entity_1_index,entity_2_name,entity_2_index,similarity_score
Word embeddings,1,Word embedding,29,0.9317357540130615
Word embeddings,1,word embeddings,35,1.0
Word embeddings,1,Word Embedding Learning,50,0.9090299010276794
Word embeddings,1,Word Embeddings,71,1.0
Zero-shot generalization,8,Zero-shot-like visual generalization,15,0.8878583908081055
Caption-Image Retrieval,17,Caption-image retrieval,31,1.0000001192092896
Random vectors,21,random vectors,79,1.0000001192092896
Object-attribute,24,Object-Attribute,63,0.9999998807907104
Word embedding,29,word embeddings,35,0.9317357540130615
Word embedding,29,Word Embedding Learning,50,0.917037844657898
Word embedding,29,Word Embeddings,71,0.9317357540130615
word embeddings,35,Word Embedding Learning,50,0.9090299010276794
word embeddings,35,Word Embeddings,71,1.0
Word Embedding Learning,50,Word Embeddings,71,0.9090299010276794
Object-Hypernym (oh) counts,56,Object-Hypernym Counts,62,0.9241406917572021
t-SNE plots,67,T-SNE plots,72,1.0
Localization accuracy,86,Localization Accuracy,87,1.0
Nodes: Word embeddings<==>Word embedding
"Representations of words in a vector space, capturing semantic relationships.",0,"A representation of words as vectors in a high-dimensional space, capturing semantic relationships.",0,0.8928599953651428
"Representations of words in a vector space, capturing semantic relationships.",0,"A representation of a word in a vector space, capturing semantic meaning.",1,0.8785621523857117
"Representations of words in a vector space, capturing semantic relationships.",0,"A representation of words as vectors in a high-dimensional space, capturing semantic relationships.",2,0.8928599953651428
"Vector representations of words, capturing semantic relationships.",2,"A representation of words as vectors in a high-dimensional space, capturing semantic relationships.",0,0.8835356831550598
"Vector representations of words, capturing semantic relationships.",2,"A representation of words as vectors in a high-dimensional space, capturing semantic relationships.",2,0.8835356831550598
Nodes: Word embeddings<==>word embeddings
"Representations of words in a vector space, capturing semantic relationships.",0,"Vector representations of words, capturing semantic relationships.",0,0.8756695985794067
"Vector representations of words, capturing semantic meaning.",1,"Vector representations of words, capturing semantic relationships.",0,0.8990863561630249
"Vector representations of words, capturing semantic relationships.",2,"Vector representations of words, capturing semantic relationships.",0,1.0
"Vector representations of words, capturing semantic meaning.",3,"Vector representations of words, capturing semantic relationships.",0,0.8990863561630249
Nodes: Word embedding<==>word embeddings
"A representation of words as vectors in a high-dimensional space, capturing semantic relationships.",0,"Vector representations of words, capturing semantic relationships.",0,0.8835357427597046
"A representation of words as vectors in a high-dimensional space, capturing semantic relationships.",2,"Vector representations of words, capturing semantic relationships.",0,0.8835357427597046
Nodes: t-SNE plots<==>T-SNE plots
"Plots used to visualize and compare embeddings, showing tighter clusters for ViCo.",0,"Visualizations used to analyze ViCo embeddings, demonstrating the formation of tighter, more homogenous clusters when combined with GloVe embeddings.",0,0.8638765811920166
